id,student_id,course_id,created_by,created_date,last_modified_by,last_modified_date
136,35475,1,\N,\N,\N,\N
137,7193,1,\N,\N,\N,\N
138,12863,1,\N,\N,\N,\N
139,12815,1,\N,\N,\N,\N
140,9405,1,\N,\N,\N,\N
141,1977,1,\N,\N,\N,\N
142,733,1,\N,\N,\N,\N
143,4006,1,\N,\N,\N,\N
144,3879,1,\N,\N,\N,\N
145,20290,1,\N,\N,\N,\N
146,39571,1,\N,\N,\N,\N
147,6774,1,\N,\N,\N,\N
148,22993,1,\N,\N,\N,\N
149,7303,1,\N,\N,\N,\N
150,10499,1,\N,\N,\N,\N
151,6212,1,\N,\N,\N,\N
152,15904,1,\N,\N,\N,\N
153,31843,1,\N,\N,\N,\N
154,7217,1,\N,\N,\N,\N
155,25579,1,\N,\N,\N,\N
156,28757,1,\N,\N,\N,\N
157,9268,1,\N,\N,\N,\N
158,3796,1,\N,\N,\N,\N
159,28358,1,\N,\N,\N,\N
160,36396,1,\N,\N,\N,\N
161,16315,1,\N,\N,\N,\N
162,22103,1,\N,\N,\N,\N
163,4417,1,\N,\N,\N,\N
164,5680,1,\N,\N,\N,\N
165,11490,1,\N,\N,\N,\N
166,10056,1,\N,\N,\N,\N
167,27849,1,\N,\N,\N,\N
168,27071,1,\N,\N,\N,\N
169,33835,1,\N,\N,\N,\N
170,19196,1,\N,\N,\N,\N
171,19972,1,\N,\N,\N,\N
172,33665,1,\N,\N,\N,\N
173,39841,1,\N,\N,\N,\N
174,13934,1,\N,\N,\N,\N
175,5365,1,\N,\N,\N,\N
176,19025,1,\N,\N,\N,\N
177,920,1,\N,\N,\N,\N
178,9186,1,\N,\N,\N,\N
179,6743,1,\N,\N,\N,\N
180,4950,1,\N,\N,\N,\N
181,14120,1,\N,\N,\N,\N
182,32377,1,\N,\N,\N,\N
183,29616,1,\N,\N,\N,\N
184,4054,1,\N,\N,\N,\N
185,2945,1,\N,\N,\N,\N
186,36627,1,\N,\N,\N,\N
187,36898,1,\N,\N,\N,\N
188,14472,1,\N,\N,\N,\N
189,16196,1,\N,\N,\N,\N
190,6050,1,\N,\N,\N,\N
191,24044,1,\N,\N,\N,\N
192,35597,1,\N,\N,\N,\N
193,27724,1,\N,\N,\N,\N
194,30421,1,\N,\N,\N,\N
195,11326,1,\N,\N,\N,\N
196,8760,1,\N,\N,\N,\N
197,22557,1,\N,\N,\N,\N
198,10856,1,\N,\N,\N,\N
199,18425,1,\N,\N,\N,\N
200,4443,1,\N,\N,\N,\N
201,7521,1,\N,\N,\N,\N
202,19033,1,\N,\N,\N,\N
203,24457,1,\N,\N,\N,\N
204,28236,1,\N,\N,\N,\N
205,29261,1,\N,\N,\N,\N
206,6742,1,\N,\N,\N,\N
207,32523,1,\N,\N,\N,\N
208,36334,1,\N,\N,\N,\N
209,38260,1,\N,\N,\N,\N
210,38466,1,\N,\N,\N,\N
211,32453,1,\N,\N,\N,\N
212,33400,1,\N,\N,\N,\N
213,22359,1,\N,\N,\N,\N
214,6753,1,\N,\N,\N,\N
215,804,1,\N,\N,\N,\N
216,14942,1,\N,\N,\N,\N
217,7184,1,\N,\N,\N,\N
218,21102,1,\N,\N,\N,\N
219,18055,1,\N,\N,\N,\N
220,19014,1,\N,\N,\N,\N
221,6650,1,\N,\N,\N,\N
222,174,1,\N,\N,\N,\N
223,1622,1,\N,\N,\N,\N
224,17531,1,\N,\N,\N,\N
225,14379,1,\N,\N,\N,\N
226,12878,1,\N,\N,\N,\N
227,14651,1,\N,\N,\N,\N
228,3897,1,\N,\N,\N,\N
229,9963,1,\N,\N,\N,\N
230,30725,1,\N,\N,\N,\N
231,8617,1,\N,\N,\N,\N
232,23129,1,\N,\N,\N,\N
233,15979,1,\N,\N,\N,\N
234,29504,1,\N,\N,\N,\N
235,32688,1,\N,\N,\N,\N
236,9913,1,\N,\N,\N,\N
237,12107,1,\N,\N,\N,\N
238,28518,1,\N,\N,\N,\N
239,245,1,\N,\N,\N,\N
240,3503,1,\N,\N,\N,\N
241,2816,1,\N,\N,\N,\N
242,12822,1,\N,\N,\N,\N
243,17613,1,\N,\N,\N,\N
244,6299,1,\N,\N,\N,\N
245,30121,1,\N,\N,\N,\N
246,1003,1,\N,\N,\N,\N
247,28221,1,\N,\N,\N,\N
248,29075,1,\N,\N,\N,\N
249,30167,1,\N,\N,\N,\N
250,4969,1,\N,\N,\N,\N
251,38629,1,\N,\N,\N,\N
252,14454,1,\N,\N,\N,\N
253,9,1,\N,\N,\N,\N
254,18572,1,\N,\N,\N,\N
255,31517,1,\N,\N,\N,\N
256,30220,1,\N,\N,\N,\N
257,38531,1,\N,\N,\N,\N
258,7813,1,\N,\N,\N,\N
259,14912,1,\N,\N,\N,\N
260,32020,1,\N,\N,\N,\N
261,34064,1,\N,\N,\N,\N
262,37029,1,\N,\N,\N,\N
263,6473,1,\N,\N,\N,\N
264,14547,1,\N,\N,\N,\N
265,6836,1,\N,\N,\N,\N
266,32092,1,\N,\N,\N,\N
267,23701,1,\N,\N,\N,\N
268,26219,1,\N,\N,\N,\N
269,11575,1,\N,\N,\N,\N
270,23869,1,\N,\N,\N,\N
271,3544,1,\N,\N,\N,\N
272,30431,1,\N,\N,\N,\N
273,1134,1,\N,\N,\N,\N
274,38626,1,\N,\N,\N,\N
275,28214,1,\N,\N,\N,\N
276,34632,1,\N,\N,\N,\N
277,16504,1,\N,\N,\N,\N
278,39194,1,\N,\N,\N,\N
279,13642,1,\N,\N,\N,\N
280,6564,1,\N,\N,\N,\N
281,16213,1,\N,\N,\N,\N
282,35390,1,\N,\N,\N,\N
283,29813,1,\N,\N,\N,\N
284,26493,1,\N,\N,\N,\N
285,13306,1,\N,\N,\N,\N
286,6390,1,\N,\N,\N,\N
287,7683,1,\N,\N,\N,\N
288,20320,1,\N,\N,\N,\N
289,40000,1,\N,\N,\N,\N
290,22927,1,\N,\N,\N,\N
291,28148,1,\N,\N,\N,\N
292,28388,1,\N,\N,\N,\N
293,8591,1,\N,\N,\N,\N
294,3861,1,\N,\N,\N,\N
295,20659,1,\N,\N,\N,\N
296,26709,1,\N,\N,\N,\N
297,36756,1,\N,\N,\N,\N
298,22426,1,\N,\N,\N,\N
299,26319,1,\N,\N,\N,\N
300,19640,1,\N,\N,\N,\N
301,18160,1,\N,\N,\N,\N
302,37943,1,\N,\N,\N,\N
303,27459,1,\N,\N,\N,\N
304,37972,1,\N,\N,\N,\N
305,7801,1,\N,\N,\N,\N
306,13182,1,\N,\N,\N,\N
307,13210,1,\N,\N,\N,\N
308,36335,1,\N,\N,\N,\N
309,7776,1,\N,\N,\N,\N
310,1609,1,\N,\N,\N,\N
311,37078,1,\N,\N,\N,\N
312,31808,1,\N,\N,\N,\N
313,37161,1,\N,\N,\N,\N
314,21481,1,\N,\N,\N,\N
315,33524,1,\N,\N,\N,\N
316,11608,1,\N,\N,\N,\N
317,4219,1,\N,\N,\N,\N
318,2796,1,\N,\N,\N,\N
319,20399,1,\N,\N,\N,\N
320,16633,1,\N,\N,\N,\N
321,27146,1,\N,\N,\N,\N
322,35598,1,\N,\N,\N,\N
323,35565,1,\N,\N,\N,\N
324,34225,1,\N,\N,\N,\N
325,17527,1,\N,\N,\N,\N
326,38222,1,\N,\N,\N,\N
327,35340,1,\N,\N,\N,\N
328,10328,1,\N,\N,\N,\N
329,35396,1,\N,\N,\N,\N
330,6158,1,\N,\N,\N,\N
331,1278,1,\N,\N,\N,\N
332,5781,1,\N,\N,\N,\N
333,29523,1,\N,\N,\N,\N
334,30142,1,\N,\N,\N,\N
335,11870,1,\N,\N,\N,\N
336,36702,1,\N,\N,\N,\N
337,28959,1,\N,\N,\N,\N
338,13669,1,\N,\N,\N,\N
339,17291,1,\N,\N,\N,\N
340,19125,1,\N,\N,\N,\N
341,24408,1,\N,\N,\N,\N
342,38269,1,\N,\N,\N,\N
343,25271,1,\N,\N,\N,\N
344,38581,1,\N,\N,\N,\N
345,17590,1,\N,\N,\N,\N
346,6199,1,\N,\N,\N,\N
347,18957,1,\N,\N,\N,\N
348,31000,1,\N,\N,\N,\N
349,18770,1,\N,\N,\N,\N
350,16339,1,\N,\N,\N,\N
351,35989,1,\N,\N,\N,\N
352,2075,1,\N,\N,\N,\N
353,6341,1,\N,\N,\N,\N
354,9700,1,\N,\N,\N,\N
355,9119,1,\N,\N,\N,\N
356,38947,1,\N,\N,\N,\N
357,16322,1,\N,\N,\N,\N
358,26955,1,\N,\N,\N,\N
359,53,1,\N,\N,\N,\N
360,12613,1,\N,\N,\N,\N
361,22451,1,\N,\N,\N,\N
362,24757,1,\N,\N,\N,\N
363,2480,1,\N,\N,\N,\N
364,32368,1,\N,\N,\N,\N
365,18763,1,\N,\N,\N,\N
366,14852,1,\N,\N,\N,\N
367,6732,1,\N,\N,\N,\N
368,8310,1,\N,\N,\N,\N
369,13332,1,\N,\N,\N,\N
370,38022,1,\N,\N,\N,\N
371,9042,1,\N,\N,\N,\N
372,23113,1,\N,\N,\N,\N
373,2440,1,\N,\N,\N,\N
374,23426,1,\N,\N,\N,\N
375,2802,1,\N,\N,\N,\N
376,22952,1,\N,\N,\N,\N
377,23054,1,\N,\N,\N,\N
378,38635,1,\N,\N,\N,\N
379,28616,1,\N,\N,\N,\N
380,28387,1,\N,\N,\N,\N
381,1639,1,\N,\N,\N,\N
382,11174,1,\N,\N,\N,\N
383,1020,1,\N,\N,\N,\N
384,5724,1,\N,\N,\N,\N
385,17745,1,\N,\N,\N,\N
386,33812,1,\N,\N,\N,\N
387,34579,1,\N,\N,\N,\N
388,18353,1,\N,\N,\N,\N
389,16871,1,\N,\N,\N,\N
390,32740,1,\N,\N,\N,\N
391,5760,1,\N,\N,\N,\N
392,31575,1,\N,\N,\N,\N
393,38006,1,\N,\N,\N,\N
394,18980,1,\N,\N,\N,\N
395,1069,1,\N,\N,\N,\N
396,33483,1,\N,\N,\N,\N
397,3898,1,\N,\N,\N,\N
398,32088,1,\N,\N,\N,\N
399,19695,1,\N,\N,\N,\N
400,31987,1,\N,\N,\N,\N
401,7752,1,\N,\N,\N,\N
402,9864,1,\N,\N,\N,\N
403,32327,1,\N,\N,\N,\N
404,9728,1,\N,\N,\N,\N
405,149,1,\N,\N,\N,\N
406,29330,1,\N,\N,\N,\N
407,31302,1,\N,\N,\N,\N
408,23402,1,\N,\N,\N,\N
409,38955,1,\N,\N,\N,\N
410,606,1,\N,\N,\N,\N
411,11837,1,\N,\N,\N,\N
412,9362,1,\N,\N,\N,\N
413,22203,1,\N,\N,\N,\N
414,18801,1,\N,\N,\N,\N
415,34051,1,\N,\N,\N,\N
416,24159,1,\N,\N,\N,\N
417,9761,1,\N,\N,\N,\N
418,2505,1,\N,\N,\N,\N
419,14466,1,\N,\N,\N,\N
420,11462,1,\N,\N,\N,\N
421,21143,1,\N,\N,\N,\N
422,2327,1,\N,\N,\N,\N
423,14367,1,\N,\N,\N,\N
424,923,1,\N,\N,\N,\N
425,39999,1,\N,\N,\N,\N
426,3396,1,\N,\N,\N,\N
427,13272,1,\N,\N,\N,\N
428,21787,1,\N,\N,\N,\N
429,5953,1,\N,\N,\N,\N
430,36391,1,\N,\N,\N,\N
431,22186,1,\N,\N,\N,\N
432,27002,1,\N,\N,\N,\N
433,3086,1,\N,\N,\N,\N
434,28510,1,\N,\N,\N,\N
435,30874,1,\N,\N,\N,\N
436,18083,1,\N,\N,\N,\N
437,32083,1,\N,\N,\N,\N
438,32110,1,\N,\N,\N,\N
439,30640,1,\N,\N,\N,\N
440,33917,1,\N,\N,\N,\N
441,21277,1,\N,\N,\N,\N
442,19480,1,\N,\N,\N,\N
443,3271,1,\N,\N,\N,\N
444,37676,1,\N,\N,\N,\N
445,4928,1,\N,\N,\N,\N
446,14773,1,\N,\N,\N,\N
447,32264,1,\N,\N,\N,\N
448,20243,1,\N,\N,\N,\N
449,15998,1,\N,\N,\N,\N
450,10977,1,\N,\N,\N,\N
451,23615,1,\N,\N,\N,\N
452,18817,1,\N,\N,\N,\N
453,1909,1,\N,\N,\N,\N
454,12594,1,\N,\N,\N,\N
455,10071,1,\N,\N,\N,\N
456,22749,1,\N,\N,\N,\N
457,29644,1,\N,\N,\N,\N
458,21619,1,\N,\N,\N,\N
459,19106,1,\N,\N,\N,\N
460,32933,1,\N,\N,\N,\N
461,9159,1,\N,\N,\N,\N
462,16983,1,\N,\N,\N,\N
463,16150,1,\N,\N,\N,\N
464,7486,1,\N,\N,\N,\N
465,2820,1,\N,\N,\N,\N
466,17921,1,\N,\N,\N,\N
467,22279,1,\N,\N,\N,\N
468,559,1,\N,\N,\N,\N
469,30048,1,\N,\N,\N,\N
470,39109,1,\N,\N,\N,\N
471,7226,1,\N,\N,\N,\N
472,24477,1,\N,\N,\N,\N
473,33944,1,\N,\N,\N,\N
474,39599,1,\N,\N,\N,\N
475,15726,1,\N,\N,\N,\N
476,17430,1,\N,\N,\N,\N
477,8050,1,\N,\N,\N,\N
478,20387,1,\N,\N,\N,\N
479,20077,1,\N,\N,\N,\N
480,28606,1,\N,\N,\N,\N
481,9382,1,\N,\N,\N,\N
482,8400,1,\N,\N,\N,\N
483,38611,1,\N,\N,\N,\N
484,17583,1,\N,\N,\N,\N
485,19790,1,\N,\N,\N,\N
486,39723,1,\N,\N,\N,\N
487,11819,1,\N,\N,\N,\N
488,38277,1,\N,\N,\N,\N
489,24075,1,\N,\N,\N,\N
490,29457,1,\N,\N,\N,\N
491,38312,1,\N,\N,\N,\N
492,33814,1,\N,\N,\N,\N
493,31836,1,\N,\N,\N,\N
494,24272,1,\N,\N,\N,\N
495,12788,1,\N,\N,\N,\N
496,15092,1,\N,\N,\N,\N
497,12748,1,\N,\N,\N,\N
498,39087,1,\N,\N,\N,\N
499,26609,1,\N,\N,\N,\N
500,19707,1,\N,\N,\N,\N
501,25851,3,\N,\N,\N,\N
502,7642,3,\N,\N,\N,\N
503,28372,3,\N,\N,\N,\N
504,11260,3,\N,\N,\N,\N
505,31169,3,\N,\N,\N,\N
506,23542,3,\N,\N,\N,\N
507,8538,3,\N,\N,\N,\N
508,17020,3,\N,\N,\N,\N
509,1716,3,\N,\N,\N,\N
510,38263,3,\N,\N,\N,\N
511,16224,3,\N,\N,\N,\N
512,20617,3,\N,\N,\N,\N
513,36460,3,\N,\N,\N,\N
514,19883,3,\N,\N,\N,\N
515,12210,3,\N,\N,\N,\N
516,10431,3,\N,\N,\N,\N
517,35224,3,\N,\N,\N,\N
518,31337,3,\N,\N,\N,\N
519,14485,3,\N,\N,\N,\N
520,29168,3,\N,\N,\N,\N
521,19203,3,\N,\N,\N,\N
522,8771,3,\N,\N,\N,\N
523,25146,3,\N,\N,\N,\N
524,15034,3,\N,\N,\N,\N
525,33843,3,\N,\N,\N,\N
526,36355,3,\N,\N,\N,\N
527,16326,3,\N,\N,\N,\N
528,39495,3,\N,\N,\N,\N
529,29025,3,\N,\N,\N,\N
530,15242,3,\N,\N,\N,\N
531,29242,3,\N,\N,\N,\N
532,36440,3,\N,\N,\N,\N
533,25437,3,\N,\N,\N,\N
534,4264,3,\N,\N,\N,\N
535,10487,3,\N,\N,\N,\N
536,39542,3,\N,\N,\N,\N
537,12350,3,\N,\N,\N,\N
538,25694,3,\N,\N,\N,\N
539,7417,3,\N,\N,\N,\N
540,1817,3,\N,\N,\N,\N
541,15410,3,\N,\N,\N,\N
542,32956,3,\N,\N,\N,\N
543,17579,3,\N,\N,\N,\N
544,17437,3,\N,\N,\N,\N
545,25106,3,\N,\N,\N,\N
546,33658,3,\N,\N,\N,\N
547,10664,3,\N,\N,\N,\N
548,10695,3,\N,\N,\N,\N
549,15225,3,\N,\N,\N,\N
550,5886,3,\N,\N,\N,\N
551,30192,3,\N,\N,\N,\N
552,18329,3,\N,\N,\N,\N
553,6702,3,\N,\N,\N,\N
554,10131,3,\N,\N,\N,\N
555,14021,3,\N,\N,\N,\N
556,27490,3,\N,\N,\N,\N
557,18654,3,\N,\N,\N,\N
558,11225,3,\N,\N,\N,\N
559,12798,3,\N,\N,\N,\N
560,33513,3,\N,\N,\N,\N
561,22955,3,\N,\N,\N,\N
562,4530,3,\N,\N,\N,\N
563,11591,3,\N,\N,\N,\N
564,19123,3,\N,\N,\N,\N
565,1925,3,\N,\N,\N,\N
566,12525,3,\N,\N,\N,\N
567,13397,3,\N,\N,\N,\N
568,30659,3,\N,\N,\N,\N
569,38879,3,\N,\N,\N,\N
570,9877,3,\N,\N,\N,\N
571,19996,3,\N,\N,\N,\N
572,22401,3,\N,\N,\N,\N
573,9375,3,\N,\N,\N,\N
574,27180,3,\N,\N,\N,\N
575,37091,3,\N,\N,\N,\N
576,15597,3,\N,\N,\N,\N
577,23183,3,\N,\N,\N,\N
578,8140,3,\N,\N,\N,\N
579,19700,3,\N,\N,\N,\N
580,15042,3,\N,\N,\N,\N
581,9619,3,\N,\N,\N,\N
582,32910,3,\N,\N,\N,\N
583,1214,3,\N,\N,\N,\N
584,39089,3,\N,\N,\N,\N
585,38199,3,\N,\N,\N,\N
586,7560,3,\N,\N,\N,\N
587,37885,3,\N,\N,\N,\N
588,30840,3,\N,\N,\N,\N
589,9067,3,\N,\N,\N,\N
590,6227,3,\N,\N,\N,\N
591,7816,3,\N,\N,\N,\N
592,17751,3,\N,\N,\N,\N
593,35210,3,\N,\N,\N,\N
594,3813,3,\N,\N,\N,\N
595,24637,3,\N,\N,\N,\N
596,1838,3,\N,\N,\N,\N
597,38691,3,\N,\N,\N,\N
598,32711,3,\N,\N,\N,\N
599,3630,3,\N,\N,\N,\N
600,39436,3,\N,\N,\N,\N
601,26697,3,\N,\N,\N,\N
602,5522,3,\N,\N,\N,\N
603,9513,3,\N,\N,\N,\N
604,35275,3,\N,\N,\N,\N
605,30117,3,\N,\N,\N,\N
606,33782,3,\N,\N,\N,\N
607,3357,3,\N,\N,\N,\N
608,14643,3,\N,\N,\N,\N
609,23162,3,\N,\N,\N,\N
610,3017,3,\N,\N,\N,\N
611,8614,3,\N,\N,\N,\N
612,17183,3,\N,\N,\N,\N
613,27291,3,\N,\N,\N,\N
614,13940,3,\N,\N,\N,\N
615,32215,3,\N,\N,\N,\N
616,10685,3,\N,\N,\N,\N
617,12047,3,\N,\N,\N,\N
618,31509,3,\N,\N,\N,\N
619,10562,3,\N,\N,\N,\N
620,14260,3,\N,\N,\N,\N
621,4313,3,\N,\N,\N,\N
622,39153,3,\N,\N,\N,\N
623,8668,3,\N,\N,\N,\N
624,30587,3,\N,\N,\N,\N
625,1864,3,\N,\N,\N,\N
626,27773,3,\N,\N,\N,\N
627,20027,3,\N,\N,\N,\N
628,9540,3,\N,\N,\N,\N
629,2391,3,\N,\N,\N,\N
630,24083,3,\N,\N,\N,\N
631,3260,3,\N,\N,\N,\N
632,21250,3,\N,\N,\N,\N
633,25858,3,\N,\N,\N,\N
634,17868,3,\N,\N,\N,\N
635,18732,3,\N,\N,\N,\N
636,10851,3,\N,\N,\N,\N
637,5447,3,\N,\N,\N,\N
638,38158,3,\N,\N,\N,\N
639,27579,3,\N,\N,\N,\N
640,22156,3,\N,\N,\N,\N
641,12907,3,\N,\N,\N,\N
642,38804,3,\N,\N,\N,\N
643,28226,3,\N,\N,\N,\N
644,22885,3,\N,\N,\N,\N
645,27353,3,\N,\N,\N,\N
646,35189,3,\N,\N,\N,\N
647,22647,3,\N,\N,\N,\N
648,34223,3,\N,\N,\N,\N
649,35292,3,\N,\N,\N,\N
650,34331,3,\N,\N,\N,\N
651,20329,3,\N,\N,\N,\N
652,92,3,\N,\N,\N,\N
653,34983,3,\N,\N,\N,\N
654,25179,3,\N,\N,\N,\N
655,7104,3,\N,\N,\N,\N
656,8959,3,\N,\N,\N,\N
657,39471,3,\N,\N,\N,\N
658,5902,3,\N,\N,\N,\N
659,35395,3,\N,\N,\N,\N
660,10184,3,\N,\N,\N,\N
661,25097,3,\N,\N,\N,\N
662,35116,3,\N,\N,\N,\N
663,14302,3,\N,\N,\N,\N
664,29355,3,\N,\N,\N,\N
665,32081,3,\N,\N,\N,\N
666,34147,3,\N,\N,\N,\N
667,4141,3,\N,\N,\N,\N
668,26174,3,\N,\N,\N,\N
669,1500,3,\N,\N,\N,\N
670,34117,3,\N,\N,\N,\N
671,35944,3,\N,\N,\N,\N
672,20767,3,\N,\N,\N,\N
673,25021,3,\N,\N,\N,\N
674,30151,3,\N,\N,\N,\N
675,12632,3,\N,\N,\N,\N
676,26481,3,\N,\N,\N,\N
677,3726,3,\N,\N,\N,\N
678,34016,3,\N,\N,\N,\N
679,36561,3,\N,\N,\N,\N
680,35304,3,\N,\N,\N,\N
681,14328,3,\N,\N,\N,\N
682,10897,3,\N,\N,\N,\N
683,30828,3,\N,\N,\N,\N
684,16778,3,\N,\N,\N,\N
685,13410,3,\N,\N,\N,\N
686,39514,3,\N,\N,\N,\N
687,38344,3,\N,\N,\N,\N
688,38297,3,\N,\N,\N,\N
689,27736,3,\N,\N,\N,\N
690,25335,3,\N,\N,\N,\N
691,28172,3,\N,\N,\N,\N
692,37296,3,\N,\N,\N,\N
693,19284,3,\N,\N,\N,\N
694,17980,3,\N,\N,\N,\N
695,1581,3,\N,\N,\N,\N
696,21940,3,\N,\N,\N,\N
697,37332,3,\N,\N,\N,\N
698,23084,3,\N,\N,\N,\N
699,19573,3,\N,\N,\N,\N
700,38951,3,\N,\N,\N,\N
701,10108,3,\N,\N,\N,\N
702,5869,3,\N,\N,\N,\N
703,5427,3,\N,\N,\N,\N
704,37944,3,\N,\N,\N,\N
705,19092,3,\N,\N,\N,\N
706,11988,3,\N,\N,\N,\N
707,13776,3,\N,\N,\N,\N
708,25673,3,\N,\N,\N,\N
709,31743,3,\N,\N,\N,\N
710,10366,3,\N,\N,\N,\N
711,20498,3,\N,\N,\N,\N
712,31429,3,\N,\N,\N,\N
713,27318,3,\N,\N,\N,\N
714,36265,3,\N,\N,\N,\N
715,23743,3,\N,\N,\N,\N
716,39499,3,\N,\N,\N,\N
717,17831,3,\N,\N,\N,\N
718,39755,3,\N,\N,\N,\N
719,17375,3,\N,\N,\N,\N
720,24314,3,\N,\N,\N,\N
721,19926,3,\N,\N,\N,\N
722,27065,3,\N,\N,\N,\N
723,154,3,\N,\N,\N,\N
724,27859,3,\N,\N,\N,\N
725,36196,3,\N,\N,\N,\N
726,4676,3,\N,\N,\N,\N
727,2962,3,\N,\N,\N,\N
728,38326,3,\N,\N,\N,\N
729,9094,3,\N,\N,\N,\N
730,36545,3,\N,\N,\N,\N
731,28726,3,\N,\N,\N,\N
732,12206,3,\N,\N,\N,\N
733,34924,3,\N,\N,\N,\N
734,5728,3,\N,\N,\N,\N
