student_id,course_id,scenario_type,expected_status,scheduled_offset_ms
3729,1,HOTSPOT,200,25
33319,1,HOTSPOT,200,26
9125,1,HOTSPOT,200,26
6913,1,HOTSPOT,200,26
30310,1,HOTSPOT,200,26
33729,1,HOTSPOT,200,26
1171,1,HOTSPOT,200,26
28981,1,HOTSPOT,200,26
2753,1,HOTSPOT,200,26
38662,1,HOTSPOT,200,27
6514,1,HOTSPOT,200,27
25169,1,HOTSPOT,200,27
3470,1,HOTSPOT,200,27
16559,1,HOTSPOT,200,27
18113,1,HOTSPOT,200,27
20471,1,HOTSPOT,200,28
31896,1,HOTSPOT,200,28
16430,1,HOTSPOT,200,28
27610,1,HOTSPOT,200,28
5932,1,HOTSPOT,200,28
1235,1,HOTSPOT,200,29
36183,1,HOTSPOT,200,29
9938,1,HOTSPOT,200,29
34795,1,HOTSPOT,200,29
490,1,HOTSPOT,200,30
34249,1,HOTSPOT,200,30
5342,1,HOTSPOT,200,30
1875,1,HOTSPOT,200,30
9065,1,HOTSPOT,200,30
28232,1,HOTSPOT,200,30
39154,1,HOTSPOT,200,31
11087,1,HOTSPOT,200,31
24706,1,HOTSPOT,200,31
27017,1,HOTSPOT,200,31
36958,1,HOTSPOT,200,31
9296,1,HOTSPOT,200,31
39431,1,HOTSPOT,200,31
22600,1,HOTSPOT,200,32
1694,1,HOTSPOT,200,32
15812,1,HOTSPOT,200,32
37362,1,HOTSPOT,200,32
35015,1,HOTSPOT,200,32
9514,1,HOTSPOT,200,32
909,1,HOTSPOT,200,32
592,1,HOTSPOT,200,32
12007,1,HOTSPOT,200,32
34414,1,HOTSPOT,200,33
20421,1,HOTSPOT,200,33
19297,1,HOTSPOT,200,33
15575,1,HOTSPOT,200,33
4878,1,HOTSPOT,200,33
15657,1,HOTSPOT,200,33
8547,1,HOTSPOT,200,33
2768,1,HOTSPOT,200,33
19462,1,HOTSPOT,200,34
30684,1,HOTSPOT,200,34
6388,1,HOTSPOT,200,34
11539,1,HOTSPOT,200,34
18367,1,HOTSPOT,200,34
15039,1,HOTSPOT,200,35
39371,1,HOTSPOT,200,35
15055,1,HOTSPOT,200,35
26034,1,HOTSPOT,200,35
15667,1,HOTSPOT,200,36
26654,1,HOTSPOT,200,36
19801,1,HOTSPOT,200,36
30909,1,HOTSPOT,200,36
28598,1,HOTSPOT,200,36
37756,1,HOTSPOT,200,37
9324,1,HOTSPOT,200,37
29600,1,HOTSPOT,200,38
1299,1,HOTSPOT,200,38
26186,1,HOTSPOT,200,38
3283,1,HOTSPOT,200,38
16998,1,HOTSPOT,200,39
8834,1,HOTSPOT,200,39
22850,1,HOTSPOT,200,39
25220,1,HOTSPOT,200,40
4344,1,HOTSPOT,200,40
10879,1,HOTSPOT,200,40
1500,1,HOTSPOT,200,40
17919,1,HOTSPOT,200,40
32510,1,HOTSPOT,200,41
6007,1,HOTSPOT,200,41
30039,1,HOTSPOT,200,41
27696,1,HOTSPOT,200,41
38599,1,HOTSPOT,200,41
28812,1,HOTSPOT,200,41
1848,1,HOTSPOT,200,41
13304,1,HOTSPOT,200,41
14465,1,HOTSPOT,200,41
19533,1,HOTSPOT,200,42
16714,1,HOTSPOT,200,42
22169,1,HOTSPOT,200,42
19657,1,HOTSPOT,200,43
3034,1,HOTSPOT,200,43
10473,1,HOTSPOT,200,43
13750,1,HOTSPOT,200,43
31361,1,HOTSPOT,200,43
10258,1,HOTSPOT,200,44
12469,1,HOTSPOT,200,44
38286,1,HOTSPOT,200,44
29822,1,HOTSPOT,200,44
10164,1,HOTSPOT,200,45
35095,1,HOTSPOT,200,45
8331,1,HOTSPOT,200,45
4831,1,HOTSPOT,200,45
35349,1,HOTSPOT,200,46
938,1,HOTSPOT,200,47
6435,1,HOTSPOT,200,47
39644,1,HOTSPOT,200,47
16886,1,HOTSPOT,200,47
10171,1,HOTSPOT,200,48
36479,1,HOTSPOT,200,48
30685,1,HOTSPOT,200,48
34998,1,HOTSPOT,200,48
11325,1,HOTSPOT,200,48
28252,1,HOTSPOT,200,48
14809,1,HOTSPOT,200,48
36452,1,HOTSPOT,200,49
7468,1,HOTSPOT,200,49
24349,1,HOTSPOT,200,49
10176,1,HOTSPOT,200,49
9010,1,HOTSPOT,200,49
33814,1,HOTSPOT,200,50
36249,1,HOTSPOT,200,50
10503,1,HOTSPOT,200,50
280,1,HOTSPOT,200,50
18132,1,HOTSPOT,200,50
30784,1,HOTSPOT,200,51
31604,1,HOTSPOT,200,51
25873,1,HOTSPOT,200,51
13340,1,HOTSPOT,200,51
32782,1,HOTSPOT,200,51
3435,1,HOTSPOT,200,51
8048,3,HOTSPOT,200,51
14831,3,HOTSPOT,200,52
26512,3,HOTSPOT,200,52
34081,3,HOTSPOT,200,52
16834,3,HOTSPOT,200,52
27398,3,HOTSPOT,200,52
24561,3,HOTSPOT,200,52
33685,3,HOTSPOT,200,52
18306,3,HOTSPOT,200,52
7500,3,HOTSPOT,200,53
3897,3,HOTSPOT,200,53
25964,3,HOTSPOT,200,53
8748,3,HOTSPOT,200,53
11185,3,HOTSPOT,200,53
29995,3,HOTSPOT,200,54
25110,3,HOTSPOT,200,54
16814,3,HOTSPOT,200,54
5781,3,HOTSPOT,200,54
37793,3,HOTSPOT,200,54
36937,3,HOTSPOT,200,54
5860,3,HOTSPOT,200,54
7071,3,HOTSPOT,200,55
37340,3,HOTSPOT,200,55
35379,3,HOTSPOT,200,55
29033,3,HOTSPOT,200,55
34254,3,HOTSPOT,200,55
7571,3,HOTSPOT,200,55
14611,3,HOTSPOT,200,55
28872,3,HOTSPOT,200,56
7082,3,HOTSPOT,200,56
25987,3,HOTSPOT,200,56
965,3,HOTSPOT,200,56
37513,3,HOTSPOT,200,57
31357,3,HOTSPOT,200,57
15053,3,HOTSPOT,200,57
2593,3,HOTSPOT,200,57
24230,3,HOTSPOT,200,58
7753,3,HOTSPOT,200,58
4851,3,HOTSPOT,200,58
20278,3,HOTSPOT,200,58
38721,3,HOTSPOT,200,58
24989,3,HOTSPOT,200,58
569,3,HOTSPOT,200,58
30668,3,HOTSPOT,200,58
33566,3,HOTSPOT,200,58
13406,3,HOTSPOT,200,59
27294,3,HOTSPOT,200,59
4391,3,HOTSPOT,200,59
34954,3,HOTSPOT,200,59
20721,3,HOTSPOT,200,59
38468,3,HOTSPOT,200,59
21190,3,HOTSPOT,200,59
37090,3,HOTSPOT,200,60
29413,3,HOTSPOT,200,60
32828,3,HOTSPOT,200,60
11732,3,HOTSPOT,200,60
6378,3,HOTSPOT,200,60
16777,3,HOTSPOT,200,60
7005,3,HOTSPOT,200,60
9668,3,HOTSPOT,200,60
31336,3,HOTSPOT,200,61
20324,3,HOTSPOT,200,61
39451,3,HOTSPOT,200,61
9874,3,HOTSPOT,200,61
23332,3,HOTSPOT,200,61
29771,3,HOTSPOT,200,61
7952,3,HOTSPOT,200,62
17913,3,HOTSPOT,200,62
35056,3,HOTSPOT,200,62
15090,3,HOTSPOT,200,62
1294,3,HOTSPOT,200,63
21938,3,HOTSPOT,200,63
2544,3,HOTSPOT,200,63
17570,3,HOTSPOT,200,63
17567,3,HOTSPOT,200,63
22633,3,HOTSPOT,200,64
26966,3,HOTSPOT,200,64
39923,3,HOTSPOT,200,64
32014,3,HOTSPOT,200,64
16205,3,HOTSPOT,200,64
20478,3,HOTSPOT,200,64
5607,3,HOTSPOT,200,65
31559,3,HOTSPOT,200,65
32319,3,HOTSPOT,200,65
907,3,HOTSPOT,200,65
14864,3,HOTSPOT,200,65
4506,3,HOTSPOT,200,65
8590,3,HOTSPOT,200,65
31435,3,HOTSPOT,200,65
9277,3,HOTSPOT,200,66
31032,3,HOTSPOT,200,66
6101,3,HOTSPOT,200,66
3339,3,HOTSPOT,200,66
27297,3,HOTSPOT,200,66
31862,3,HOTSPOT,200,66
39136,3,HOTSPOT,200,67
22625,3,HOTSPOT,200,67
6425,3,HOTSPOT,200,67
30820,3,HOTSPOT,200,67
36226,3,HOTSPOT,200,68
32367,3,HOTSPOT,200,68
8080,3,HOTSPOT,200,68
9655,3,HOTSPOT,200,68
23215,3,HOTSPOT,200,68
34213,3,HOTSPOT,200,68
986,3,HOTSPOT,200,68
5817,3,HOTSPOT,200,68
2265,3,HOTSPOT,200,69
3459,3,HOTSPOT,200,69
29904,3,HOTSPOT,200,69
37368,3,HOTSPOT,200,69
6897,3,HOTSPOT,200,69
19519,3,HOTSPOT,200,69
24367,3,HOTSPOT,200,70
25384,3,HOTSPOT,200,70
24958,3,HOTSPOT,200,70
29073,3,HOTSPOT,200,71
24850,3,HOTSPOT,200,71
33339,3,HOTSPOT,200,71
18010,3,HOTSPOT,200,71
23704,3,HOTSPOT,200,71
39836,3,HOTSPOT,200,71
36383,3,HOTSPOT,200,72
6602,3,HOTSPOT,200,72
6827,3,HOTSPOT,200,72
23972,3,HOTSPOT,200,73
38037,3,HOTSPOT,200,73
23238,3,HOTSPOT,200,73
29383,3,HOTSPOT,200,73
28362,3,HOTSPOT,200,73
29303,3,HOTSPOT,200,74
10249,3,HOTSPOT,200,74
6486,3,HOTSPOT,200,74
2958,3,HOTSPOT,200,75
6898,3,HOTSPOT,200,75
6718,3,HOTSPOT,200,75
38595,3,HOTSPOT,200,75
28071,3,HOTSPOT,200,75
9609,3,HOTSPOT,200,75
1128,3,HOTSPOT,200,76
28487,3,HOTSPOT,200,76
24399,3,HOTSPOT,200,76
859,3,HOTSPOT,200,76
39327,3,HOTSPOT,200,76
35102,3,HOTSPOT,200,77
30863,3,HOTSPOT,200,77
6222,3,HOTSPOT,200,77
10137,3,HOTSPOT,200,77
32784,3,HOTSPOT,200,77
32872,3,HOTSPOT,200,78
17178,3,HOTSPOT,200,78
25968,3,HOTSPOT,200,78
16981,3,HOTSPOT,200,78
2602,3,HOTSPOT,200,78
21900,3,HOTSPOT,200,78
17283,3,HOTSPOT,200,79
12781,3,HOTSPOT,200,79
8104,3,HOTSPOT,200,79
23052,3,HOTSPOT,200,79
133,3,HOTSPOT,200,79
25433,3,HOTSPOT,200,79
33727,3,HOTSPOT,200,79
19301,3,HOTSPOT,200,79
27014,3,HOTSPOT,200,80
19358,3,HOTSPOT,200,80
38446,3,HOTSPOT,200,80
5565,3,HOTSPOT,200,80
31783,3,HOTSPOT,200,80
32299,3,HOTSPOT,200,80
13602,3,HOTSPOT,200,81
7361,3,HOTSPOT,200,81
28627,3,HOTSPOT,200,81
16015,3,HOTSPOT,200,81
3033,3,HOTSPOT,200,81
26788,3,HOTSPOT,200,82
8948,3,HOTSPOT,200,82
29187,3,HOTSPOT,200,82
19923,3,HOTSPOT,200,82
15939,3,HOTSPOT,200,82
9730,3,HOTSPOT,200,82
9623,3,HOTSPOT,200,83
9429,3,HOTSPOT,200,83
1069,3,HOTSPOT,200,83
4590,3,HOTSPOT,200,83
18214,3,HOTSPOT,200,83
23057,3,HOTSPOT,200,83
13506,3,HOTSPOT,200,83
27827,3,HOTSPOT,200,84
17367,3,HOTSPOT,200,84
22102,3,HOTSPOT,200,84
4608,3,HOTSPOT,200,84
8477,3,HOTSPOT,200,84
20993,3,HOTSPOT,200,85
19782,3,HOTSPOT,200,85
13390,3,HOTSPOT,200,85
25945,3,HOTSPOT,200,85
19581,3,HOTSPOT,200,85
16477,3,HOTSPOT,200,85
18358,3,HOTSPOT,200,86
36158,3,HOTSPOT,200,86
7905,3,HOTSPOT,200,86
8824,3,HOTSPOT,200,86
19197,3,HOTSPOT,200,86
29562,3,HOTSPOT,200,86
36189,3,HOTSPOT,200,86
23146,3,HOTSPOT,200,86
15996,3,HOTSPOT,200,87
2209,3,HOTSPOT,200,87
9040,3,HOTSPOT,200,87
641,3,HOTSPOT,200,87
37809,3,HOTSPOT,200,87
8786,3,HOTSPOT,200,88
25614,3,HOTSPOT,200,88
19908,3,HOTSPOT,200,88
16828,3,HOTSPOT,200,88
39494,3,HOTSPOT,200,88
30616,3,HOTSPOT,200,89
25379,3,HOTSPOT,200,89
620,3,HOTSPOT,200,90
5326,3,HOTSPOT,200,90
6688,3,HOTSPOT,200,90
8,3,HOTSPOT,200,91
19904,3,HOTSPOT,200,91
27703,3,HOTSPOT,200,91
16791,3,HOTSPOT,200,91
31956,3,HOTSPOT,200,92
9147,3,HOTSPOT,200,92
1598,3,HOTSPOT,200,92
11023,3,HOTSPOT,200,92
679,3,HOTSPOT,200,92
31706,3,HOTSPOT,200,92
38964,3,HOTSPOT,200,93
21036,3,HOTSPOT,200,94
22278,3,HOTSPOT,200,94
6538,3,HOTSPOT,200,94
17061,3,HOTSPOT,200,94
37275,3,HOTSPOT,200,94
33909,3,HOTSPOT,200,94
29945,3,HOTSPOT,200,94
14276,3,HOTSPOT,200,94
11616,3,HOTSPOT,200,95
11970,3,HOTSPOT,200,95
8074,3,HOTSPOT,200,95
26110,3,HOTSPOT,200,95
21054,3,HOTSPOT,200,96
9905,3,HOTSPOT,200,96
3824,3,HOTSPOT,200,96
1636,3,HOTSPOT,200,96
39281,3,HOTSPOT,200,97
2460,3,HOTSPOT,200,97
16950,4,HOTSPOT,200,97
39448,4,HOTSPOT,200,97
4064,4,HOTSPOT,200,97
29831,4,HOTSPOT,200,98
28348,4,HOTSPOT,200,98
28155,4,HOTSPOT,200,98
31882,4,HOTSPOT,200,98
1509,4,HOTSPOT,200,98
16612,4,HOTSPOT,200,98
10135,4,HOTSPOT,200,99
25351,4,HOTSPOT,200,100
17935,4,HOTSPOT,200,100
31263,4,HOTSPOT,200,100
3329,4,HOTSPOT,200,100
24566,4,HOTSPOT,200,101
27702,4,HOTSPOT,200,101
33332,4,HOTSPOT,200,101
477,4,HOTSPOT,200,101
25569,4,HOTSPOT,200,102
25867,4,HOTSPOT,200,102
18419,4,HOTSPOT,200,102
1048,4,HOTSPOT,200,102
2648,4,HOTSPOT,200,102
10287,4,HOTSPOT,200,103
6562,4,HOTSPOT,200,103
36736,4,HOTSPOT,200,104
26175,4,HOTSPOT,200,104
18464,4,HOTSPOT,200,104
11505,4,HOTSPOT,200,104
13860,4,HOTSPOT,200,104
27335,4,HOTSPOT,200,105
18556,4,HOTSPOT,200,105
24307,4,HOTSPOT,200,105
23870,4,HOTSPOT,200,106
25396,4,HOTSPOT,200,107
10152,4,HOTSPOT,200,107
23323,4,HOTSPOT,200,107
16904,4,HOTSPOT,200,107
8946,4,HOTSPOT,200,107
10541,4,HOTSPOT,200,107
25882,4,HOTSPOT,200,107
23063,4,HOTSPOT,200,108
1590,4,HOTSPOT,200,108
26751,4,HOTSPOT,200,108
14591,4,HOTSPOT,200,108
2468,4,HOTSPOT,200,109
19851,4,HOTSPOT,200,109
16584,4,HOTSPOT,200,109
6116,4,HOTSPOT,200,109
26440,4,HOTSPOT,200,109
30578,4,HOTSPOT,200,109
11345,4,HOTSPOT,200,109
33991,4,HOTSPOT,200,110
19111,4,HOTSPOT,200,110
38149,4,HOTSPOT,200,110
20122,4,HOTSPOT,200,110
22338,4,HOTSPOT,200,111
14215,4,HOTSPOT,200,111
23712,4,HOTSPOT,200,111
8922,4,HOTSPOT,200,111
21626,4,HOTSPOT,200,111
26701,4,HOTSPOT,200,111
6507,4,HOTSPOT,200,111
2131,4,HOTSPOT,200,111
15298,4,HOTSPOT,200,111
24684,4,HOTSPOT,200,112
39218,4,HOTSPOT,200,112
6511,4,HOTSPOT,200,112
26568,4,HOTSPOT,200,113
8414,4,HOTSPOT,200,113
39704,4,HOTSPOT,200,113
35945,4,HOTSPOT,200,113
29151,4,HOTSPOT,200,114
22550,4,HOTSPOT,200,114
2312,4,HOTSPOT,200,114
34650,4,HOTSPOT,200,115
28171,4,HOTSPOT,200,116
23330,4,HOTSPOT,200,116
2624,4,HOTSPOT,200,116
27028,4,HOTSPOT,200,116
11627,4,HOTSPOT,200,116
38594,4,HOTSPOT,200,116
33329,4,HOTSPOT,200,116
21145,4,HOTSPOT,200,116
38067,4,HOTSPOT,200,117
9168,4,HOTSPOT,200,117
13714,4,HOTSPOT,200,117
9116,4,HOTSPOT,200,118
32047,4,HOTSPOT,200,118
24417,4,HOTSPOT,200,118
643,4,HOTSPOT,200,118
8833,4,HOTSPOT,200,118
38659,4,HOTSPOT,200,118
7324,4,HOTSPOT,200,119
91,4,HOTSPOT,200,119
25771,4,HOTSPOT,200,119
31963,4,HOTSPOT,200,120
17361,4,HOTSPOT,200,120
15971,4,HOTSPOT,200,120
26793,4,HOTSPOT,200,120
19107,4,HOTSPOT,200,120
37846,4,HOTSPOT,200,121
25452,4,HOTSPOT,200,121
30281,4,HOTSPOT,200,121
32242,4,HOTSPOT,200,121
13452,4,HOTSPOT,200,122
5386,4,HOTSPOT,200,122
22437,4,HOTSPOT,200,122
27608,4,HOTSPOT,200,122
35756,4,HOTSPOT,200,122
13140,4,HOTSPOT,200,122
9970,4,HOTSPOT,200,123
20320,4,HOTSPOT,200,123
2088,4,HOTSPOT,200,123
34915,4,HOTSPOT,200,123
9520,4,HOTSPOT,200,124
4780,4,HOTSPOT,200,124
36232,4,HOTSPOT,200,124
5621,4,HOTSPOT,200,124
12668,4,HOTSPOT,200,124
7767,4,HOTSPOT,200,125
21185,4,HOTSPOT,200,125
5822,4,HOTSPOT,200,125
23978,4,HOTSPOT,200,126
7648,4,HOTSPOT,200,126
37317,4,HOTSPOT,200,126
18000,4,HOTSPOT,200,126
32587,4,HOTSPOT,200,126
20067,4,HOTSPOT,200,126
9053,4,HOTSPOT,200,126
34497,4,HOTSPOT,200,127
33946,4,HOTSPOT,200,127
7847,4,HOTSPOT,200,127
2591,4,HOTSPOT,200,127
2612,4,HOTSPOT,200,127
26827,4,HOTSPOT,200,127
16282,4,HOTSPOT,200,127
37937,4,HOTSPOT,200,127
15022,4,HOTSPOT,200,127
39034,4,HOTSPOT,200,128
11237,4,HOTSPOT,200,128
3170,4,HOTSPOT,200,128
5651,4,HOTSPOT,200,128
11171,4,HOTSPOT,200,129
31153,4,HOTSPOT,200,129
31419,4,HOTSPOT,200,129
27098,4,HOTSPOT,200,130
3981,4,HOTSPOT,200,130
9602,4,HOTSPOT,200,130
13823,4,HOTSPOT,200,130
17172,4,HOTSPOT,200,130
16077,4,HOTSPOT,200,130
5880,4,HOTSPOT,200,131
22569,4,HOTSPOT,200,132
29858,4,HOTSPOT,200,132
22233,4,HOTSPOT,200,132
18006,4,HOTSPOT,200,132
22727,4,HOTSPOT,200,132
4446,4,HOTSPOT,200,133
5539,4,HOTSPOT,200,133
14953,4,HOTSPOT,200,133
17837,4,HOTSPOT,200,133
13698,4,HOTSPOT,200,133
24744,4,HOTSPOT,200,133
3454,4,HOTSPOT,200,133
24952,4,HOTSPOT,200,133
626,4,HOTSPOT,200,134
31887,4,HOTSPOT,200,134
30859,4,HOTSPOT,200,135
8176,4,HOTSPOT,200,135
13539,4,HOTSPOT,200,136
4542,4,HOTSPOT,200,136
14948,4,HOTSPOT,200,136
5225,4,HOTSPOT,200,137
16520,4,HOTSPOT,200,137
13180,4,HOTSPOT,200,137
31003,4,HOTSPOT,200,137
28387,4,HOTSPOT,200,137
14048,4,HOTSPOT,200,137
8227,4,HOTSPOT,200,137
21785,4,HOTSPOT,200,138
28225,4,HOTSPOT,200,138
14711,4,HOTSPOT,200,138
14584,4,HOTSPOT,200,138
29651,4,HOTSPOT,200,138
9234,4,HOTSPOT,200,138
21669,4,HOTSPOT,200,138
11453,4,HOTSPOT,200,139
25933,4,HOTSPOT,200,139
28009,4,HOTSPOT,200,139
29710,4,HOTSPOT,200,139
23187,4,HOTSPOT,200,139
408,4,HOTSPOT,200,139
13362,4,HOTSPOT,200,139
5445,4,HOTSPOT,200,139
21268,4,HOTSPOT,200,139
5233,4,HOTSPOT,200,139
761,4,HOTSPOT,200,140
14520,4,HOTSPOT,200,140
2055,4,HOTSPOT,200,141
179,4,HOTSPOT,200,141
32200,4,HOTSPOT,200,141
39419,4,HOTSPOT,200,141
28978,4,HOTSPOT,200,141
10126,4,HOTSPOT,200,141
3089,4,HOTSPOT,200,141
2745,4,HOTSPOT,200,141
1080,4,HOTSPOT,200,142
30433,4,HOTSPOT,200,142
12732,4,HOTSPOT,200,142
9279,4,HOTSPOT,200,142
32704,4,HOTSPOT,200,142
11374,4,HOTSPOT,200,142
15523,4,HOTSPOT,200,142
17754,4,HOTSPOT,200,143
8317,4,HOTSPOT,200,143
1659,4,HOTSPOT,200,143
13500,4,HOTSPOT,200,143
647,4,HOTSPOT,200,144
22184,4,HOTSPOT,200,144
5332,4,HOTSPOT,200,144
8729,4,HOTSPOT,200,144
39471,4,HOTSPOT,200,145
30290,4,HOTSPOT,200,145
16655,4,HOTSPOT,200,145
5717,4,HOTSPOT,200,145
12052,4,HOTSPOT,200,145
31683,4,HOTSPOT,200,145
22088,4,HOTSPOT,200,145
17324,4,HOTSPOT,200,146
15396,4,HOTSPOT,200,146
26122,4,HOTSPOT,200,146
24517,4,HOTSPOT,200,146
18074,4,HOTSPOT,200,147
11607,4,HOTSPOT,200,147
26513,4,HOTSPOT,200,147
38639,4,HOTSPOT,200,147
38191,4,HOTSPOT,200,147
32788,4,HOTSPOT,200,148
16420,4,HOTSPOT,200,148
22097,4,HOTSPOT,200,148
53,4,HOTSPOT,200,148
36797,4,HOTSPOT,200,149
14056,4,HOTSPOT,200,149
30617,4,HOTSPOT,200,149
16289,4,HOTSPOT,200,149
29002,4,HOTSPOT,200,150
27803,4,HOTSPOT,200,150
36187,4,HOTSPOT,200,150
36906,4,HOTSPOT,200,150
22788,5,HOTSPOT,200,150
27989,5,HOTSPOT,200,150
1281,5,HOTSPOT,200,151
37415,5,HOTSPOT,200,151
11835,5,HOTSPOT,200,151
19445,5,HOTSPOT,200,151
32689,5,HOTSPOT,200,152
17303,5,HOTSPOT,200,152
2680,5,HOTSPOT,200,152
7002,5,HOTSPOT,200,153
1446,5,HOTSPOT,200,153
3647,5,HOTSPOT,200,154
18050,5,HOTSPOT,200,154
11903,5,HOTSPOT,200,154
10934,5,HOTSPOT,200,154
121,5,HOTSPOT,200,154
9308,5,HOTSPOT,200,156
7827,5,HOTSPOT,200,156
22118,5,HOTSPOT,200,157
33652,5,HOTSPOT,200,157
24376,5,HOTSPOT,200,157
15800,5,HOTSPOT,200,157
27002,5,HOTSPOT,200,157
21798,5,HOTSPOT,200,158
17150,5,HOTSPOT,200,158
16462,5,HOTSPOT,200,158
13783,5,HOTSPOT,200,158
21728,5,HOTSPOT,200,158
37494,5,HOTSPOT,200,159
10495,5,HOTSPOT,200,159
24619,5,HOTSPOT,200,159
23533,5,HOTSPOT,200,159
15427,5,HOTSPOT,200,159
28729,5,HOTSPOT,200,159
27492,5,HOTSPOT,200,160
19390,5,HOTSPOT,200,160
9257,5,HOTSPOT,200,160
9212,5,HOTSPOT,200,160
14533,5,HOTSPOT,200,160
18030,5,HOTSPOT,200,160
6757,5,HOTSPOT,200,161
32216,5,HOTSPOT,200,162
16939,5,HOTSPOT,200,163
12564,5,HOTSPOT,200,163
37075,5,HOTSPOT,200,164
30049,5,HOTSPOT,200,164
7708,5,HOTSPOT,200,164
7711,5,HOTSPOT,200,164
28646,5,HOTSPOT,200,164
4636,5,HOTSPOT,200,165
6871,5,HOTSPOT,200,165
19512,5,HOTSPOT,200,165
13043,5,HOTSPOT,200,166
13365,5,HOTSPOT,200,166
38976,5,HOTSPOT,200,166
15929,5,HOTSPOT,200,166
4188,5,HOTSPOT,200,166
16748,5,HOTSPOT,200,166
14179,5,HOTSPOT,200,166
18669,5,HOTSPOT,200,167
14014,5,HOTSPOT,200,167
38279,5,HOTSPOT,200,167
33453,5,HOTSPOT,200,167
14114,5,HOTSPOT,200,167
33514,5,HOTSPOT,200,167
35922,5,HOTSPOT,200,167
21186,5,HOTSPOT,200,168
12885,5,HOTSPOT,200,168
19402,5,HOTSPOT,200,168
9891,5,HOTSPOT,200,168
27459,5,HOTSPOT,200,168
