id,title,capacity,current_count,version,created_by,created_date,last_modified_by,last_modified_date
54,Course 0054,500,0,0,\N,\N,\N,\N
55,Course 0055,500,0,0,\N,\N,\N,\N
56,Course 0056,500,0,0,\N,\N,\N,\N
57,Course 0057,500,0,0,\N,\N,\N,\N
58,Course 0058,500,0,0,\N,\N,\N,\N
59,Course 0059,500,0,0,\N,\N,\N,\N
60,Course 0060,500,0,0,\N,\N,\N,\N
61,Course 0061,500,0,0,\N,\N,\N,\N
62,Course 0062,500,0,0,\N,\N,\N,\N
63,Course 0063,500,0,0,\N,\N,\N,\N
64,Course 0064,500,0,0,\N,\N,\N,\N
65,Course 0065,500,0,0,\N,\N,\N,\N
66,Course 0066,500,0,0,\N,\N,\N,\N
67,Course 0067,500,0,0,\N,\N,\N,\N
68,Course 0068,500,0,0,\N,\N,\N,\N
69,Course 0069,500,0,0,\N,\N,\N,\N
70,Course 0070,500,0,0,\N,\N,\N,\N
71,Course 0071,500,0,0,\N,\N,\N,\N
72,Course 0072,500,0,0,\N,\N,\N,\N
73,Course 0073,500,0,0,\N,\N,\N,\N
74,Course 0074,500,0,0,\N,\N,\N,\N
75,Course 0075,500,0,0,\N,\N,\N,\N
76,Course 0076,500,0,0,\N,\N,\N,\N
77,Course 0077,500,0,0,\N,\N,\N,\N
78,Course 0078,500,0,0,\N,\N,\N,\N
79,Course 0079,500,0,0,\N,\N,\N,\N
80,Course 0080,500,0,0,\N,\N,\N,\N
81,Course 0081,500,0,0,\N,\N,\N,\N
82,Course 0082,500,0,0,\N,\N,\N,\N
83,Course 0083,500,0,0,\N,\N,\N,\N
84,Course 0084,500,0,0,\N,\N,\N,\N
85,Course 0085,500,0,0,\N,\N,\N,\N
86,Course 0086,500,0,0,\N,\N,\N,\N
87,Course 0087,500,0,0,\N,\N,\N,\N
88,Course 0088,500,0,0,\N,\N,\N,\N
89,Course 0089,500,0,0,\N,\N,\N,\N
90,Course 0090,500,0,0,\N,\N,\N,\N
91,Course 0091,500,0,0,\N,\N,\N,\N
92,Course 0092,500,0,0,\N,\N,\N,\N
93,Course 0093,500,0,0,\N,\N,\N,\N
94,Course 0094,500,0,0,\N,\N,\N,\N
95,Course 0095,500,0,0,\N,\N,\N,\N
96,Course 0096,500,0,0,\N,\N,\N,\N
97,Course 0097,500,0,0,\N,\N,\N,\N
98,Course 0098,500,0,0,\N,\N,\N,\N
99,Course 0099,500,0,0,\N,\N,\N,\N
100,Course 0100,500,0,0,\N,\N,\N,\N
101,Course 0101,500,0,0,\N,\N,\N,\N
102,Course 0102,500,0,0,\N,\N,\N,\N
103,Course 0103,500,0,0,\N,\N,\N,\N
104,Course 0104,500,0,0,\N,\N,\N,\N
105,Course 0105,500,0,0,\N,\N,\N,\N
106,Course 0106,500,0,0,\N,\N,\N,\N
107,Course 0107,500,0,0,\N,\N,\N,\N
108,Course 0108,500,0,0,\N,\N,\N,\N
109,Course 0109,500,0,0,\N,\N,\N,\N
110,Course 0110,500,0,0,\N,\N,\N,\N
111,Course 0111,500,0,0,\N,\N,\N,\N
112,Course 0112,500,0,0,\N,\N,\N,\N
113,Course 0113,500,0,0,\N,\N,\N,\N
114,Course 0114,500,0,0,\N,\N,\N,\N
115,Course 0115,500,0,0,\N,\N,\N,\N
116,Course 0116,500,0,0,\N,\N,\N,\N
117,Course 0117,500,0,0,\N,\N,\N,\N
118,Course 0118,500,0,0,\N,\N,\N,\N
119,Course 0119,500,0,0,\N,\N,\N,\N
120,Course 0120,500,0,0,\N,\N,\N,\N
121,Course 0121,500,0,0,\N,\N,\N,\N
122,Course 0122,500,0,0,\N,\N,\N,\N
123,Course 0123,500,0,0,\N,\N,\N,\N
124,Course 0124,500,0,0,\N,\N,\N,\N
125,Course 0125,500,0,0,\N,\N,\N,\N
126,Course 0126,500,0,0,\N,\N,\N,\N
127,Course 0127,500,0,0,\N,\N,\N,\N
128,Course 0128,500,0,0,\N,\N,\N,\N
129,Course 0129,500,0,0,\N,\N,\N,\N
130,Course 0130,500,0,0,\N,\N,\N,\N
131,Course 0131,500,0,0,\N,\N,\N,\N
132,Course 0132,500,0,0,\N,\N,\N,\N
133,Course 0133,500,0,0,\N,\N,\N,\N
134,Course 0134,500,0,0,\N,\N,\N,\N
135,Course 0135,500,0,0,\N,\N,\N,\N
136,Course 0136,500,0,0,\N,\N,\N,\N
137,Course 0137,500,0,0,\N,\N,\N,\N
138,Course 0138,500,0,0,\N,\N,\N,\N
139,Course 0139,500,0,0,\N,\N,\N,\N
140,Course 0140,500,0,0,\N,\N,\N,\N
141,Course 0141,500,0,0,\N,\N,\N,\N
142,Course 0142,500,0,0,\N,\N,\N,\N
143,Course 0143,500,0,0,\N,\N,\N,\N
144,Course 0144,500,0,0,\N,\N,\N,\N
145,Course 0145,500,0,0,\N,\N,\N,\N
146,Course 0146,500,0,0,\N,\N,\N,\N
147,Course 0147,500,0,0,\N,\N,\N,\N
148,Course 0148,500,0,0,\N,\N,\N,\N
149,Course 0149,500,0,0,\N,\N,\N,\N
150,Course 0150,500,0,0,\N,\N,\N,\N
151,Course 0151,500,0,0,\N,\N,\N,\N
152,Course 0152,500,0,0,\N,\N,\N,\N
153,Course 0153,500,0,0,\N,\N,\N,\N
154,Course 0154,500,0,0,\N,\N,\N,\N
155,Course 0155,500,0,0,\N,\N,\N,\N
156,Course 0156,500,0,0,\N,\N,\N,\N
157,Course 0157,500,0,0,\N,\N,\N,\N
158,Course 0158,500,0,0,\N,\N,\N,\N
159,Course 0159,500,0,0,\N,\N,\N,\N
160,Course 0160,500,0,0,\N,\N,\N,\N
161,Course 0161,500,0,0,\N,\N,\N,\N
162,Course 0162,500,0,0,\N,\N,\N,\N
163,Course 0163,500,0,0,\N,\N,\N,\N
164,Course 0164,500,0,0,\N,\N,\N,\N
165,Course 0165,500,0,0,\N,\N,\N,\N
166,Course 0166,500,0,0,\N,\N,\N,\N
167,Course 0167,500,0,0,\N,\N,\N,\N
168,Course 0168,500,0,0,\N,\N,\N,\N
169,Course 0169,500,0,0,\N,\N,\N,\N
170,Course 0170,500,0,0,\N,\N,\N,\N
171,Course 0171,500,0,0,\N,\N,\N,\N
172,Course 0172,500,0,0,\N,\N,\N,\N
173,Course 0173,500,0,0,\N,\N,\N,\N
174,Course 0174,500,0,0,\N,\N,\N,\N
175,Course 0175,500,0,0,\N,\N,\N,\N
176,Course 0176,500,0,0,\N,\N,\N,\N
177,Course 0177,500,0,0,\N,\N,\N,\N
178,Course 0178,500,0,0,\N,\N,\N,\N
179,Course 0179,500,0,0,\N,\N,\N,\N
180,Course 0180,500,0,0,\N,\N,\N,\N
181,Course 0181,500,0,0,\N,\N,\N,\N
182,Course 0182,500,0,0,\N,\N,\N,\N
183,Course 0183,500,0,0,\N,\N,\N,\N
184,Course 0184,500,0,0,\N,\N,\N,\N
185,Course 0185,500,0,0,\N,\N,\N,\N
186,Course 0186,500,0,0,\N,\N,\N,\N
187,Course 0187,500,0,0,\N,\N,\N,\N
188,Course 0188,500,0,0,\N,\N,\N,\N
189,Course 0189,500,0,0,\N,\N,\N,\N
190,Course 0190,500,0,0,\N,\N,\N,\N
191,Course 0191,500,0,0,\N,\N,\N,\N
192,Course 0192,500,0,0,\N,\N,\N,\N
193,Course 0193,500,0,0,\N,\N,\N,\N
194,Course 0194,500,0,0,\N,\N,\N,\N
195,Course 0195,500,0,0,\N,\N,\N,\N
196,Course 0196,500,0,0,\N,\N,\N,\N
197,Course 0197,500,0,0,\N,\N,\N,\N
198,Course 0198,500,0,0,\N,\N,\N,\N
199,Course 0199,500,0,0,\N,\N,\N,\N
200,Course 0200,500,0,0,\N,\N,\N,\N
201,Course 0201,100,0,0,\N,\N,\N,\N
202,Course 0202,100,100,0,\N,\N,\N,\N
203,Course 0203,100,100,0,\N,\N,\N,\N
204,Course 0204,100,100,0,\N,\N,\N,\N
205,Course 0205,100,100,0,\N,\N,\N,\N
206,Course 0206,100,0,0,\N,\N,\N,\N
207,Course 0207,100,0,0,\N,\N,\N,\N
208,Course 0208,100,100,0,\N,\N,\N,\N
209,Course 0209,100,100,0,\N,\N,\N,\N
210,Course 0210,100,100,0,\N,\N,\N,\N
211,Course 0211,100,0,0,\N,\N,\N,\N
212,Course 0212,100,100,0,\N,\N,\N,\N
213,Course 0213,100,100,0,\N,\N,\N,\N
214,Course 0214,100,100,0,\N,\N,\N,\N
215,Course 0215,100,100,0,\N,\N,\N,\N
216,Course 0216,100,0,0,\N,\N,\N,\N
217,Course 0217,100,0,0,\N,\N,\N,\N
218,Course 0218,100,100,0,\N,\N,\N,\N
219,Course 0219,100,100,0,\N,\N,\N,\N
220,Course 0220,100,100,0,\N,\N,\N,\N
221,Course 0221,100,0,0,\N,\N,\N,\N
222,Course 0222,100,100,0,\N,\N,\N,\N
223,Course 0223,100,100,0,\N,\N,\N,\N
224,Course 0224,100,100,0,\N,\N,\N,\N
225,Course 0225,100,100,0,\N,\N,\N,\N
226,Course 0226,100,0,0,\N,\N,\N,\N
227,Course 0227,100,100,0,\N,\N,\N,\N
228,Course 0228,100,100,0,\N,\N,\N,\N
229,Course 0229,100,100,0,\N,\N,\N,\N
230,Course 0230,100,100,0,\N,\N,\N,\N
231,Course 0231,100,0,0,\N,\N,\N,\N
232,Course 0232,100,0,0,\N,\N,\N,\N
233,Course 0233,100,100,0,\N,\N,\N,\N
234,Course 0234,100,100,0,\N,\N,\N,\N
235,Course 0235,100,100,0,\N,\N,\N,\N
236,Course 0236,100,0,0,\N,\N,\N,\N
237,Course 0237,100,100,0,\N,\N,\N,\N
238,Course 0238,100,0,0,\N,\N,\N,\N
239,Course 0239,100,0,0,\N,\N,\N,\N
240,Course 0240,100,0,0,\N,\N,\N,\N
241,Course 0241,100,0,0,\N,\N,\N,\N
242,Course 0242,100,100,0,\N,\N,\N,\N
243,Course 0243,100,100,0,\N,\N,\N,\N
244,Course 0244,100,0,0,\N,\N,\N,\N
245,Course 0245,100,0,0,\N,\N,\N,\N
246,Course 0246,100,0,0,\N,\N,\N,\N
247,Course 0247,100,0,0,\N,\N,\N,\N
248,Course 0248,100,0,0,\N,\N,\N,\N
249,Course 0249,100,0,0,\N,\N,\N,\N
250,Course 0250,100,0,0,\N,\N,\N,\N
251,Course 0251,100,0,0,\N,\N,\N,\N
252,Course 0252,100,100,0,\N,\N,\N,\N
253,Course 0253,100,0,0,\N,\N,\N,\N
254,Course 0254,100,0,0,\N,\N,\N,\N
255,Course 0255,100,0,0,\N,\N,\N,\N
256,Course 0256,100,0,0,\N,\N,\N,\N
257,Course 0257,100,0,0,\N,\N,\N,\N
258,Course 0258,100,0,0,\N,\N,\N,\N
259,Course 0259,100,0,0,\N,\N,\N,\N
260,Course 0260,100,100,0,\N,\N,\N,\N
261,Course 0261,100,0,0,\N,\N,\N,\N
262,Course 0262,100,0,0,\N,\N,\N,\N
263,Course 0263,100,0,0,\N,\N,\N,\N
264,Course 0264,100,100,0,\N,\N,\N,\N
265,Course 0265,100,0,0,\N,\N,\N,\N
266,Course 0266,100,0,0,\N,\N,\N,\N
267,Course 0267,100,0,0,\N,\N,\N,\N
268,Course 0268,100,0,0,\N,\N,\N,\N
269,Course 0269,100,0,0,\N,\N,\N,\N
270,Course 0270,100,0,0,\N,\N,\N,\N
271,Course 0271,100,0,0,\N,\N,\N,\N
272,Course 0272,100,0,0,\N,\N,\N,\N
273,Course 0273,100,0,0,\N,\N,\N,\N
274,Course 0274,100,0,0,\N,\N,\N,\N
275,Course 0275,100,0,0,\N,\N,\N,\N
276,Course 0276,100,0,0,\N,\N,\N,\N
277,Course 0277,100,0,0,\N,\N,\N,\N
278,Course 0278,100,0,0,\N,\N,\N,\N
279,Course 0279,100,0,0,\N,\N,\N,\N
280,Course 0280,100,0,0,\N,\N,\N,\N
281,Course 0281,100,0,0,\N,\N,\N,\N
282,Course 0282,100,0,0,\N,\N,\N,\N
283,Course 0283,100,0,0,\N,\N,\N,\N
284,Course 0284,100,0,0,\N,\N,\N,\N
285,Course 0285,100,0,0,\N,\N,\N,\N
286,Course 0286,100,0,0,\N,\N,\N,\N
287,Course 0287,100,0,0,\N,\N,\N,\N
288,Course 0288,100,0,0,\N,\N,\N,\N
289,Course 0289,100,0,0,\N,\N,\N,\N
290,Course 0290,100,0,0,\N,\N,\N,\N
291,Course 0291,100,0,0,\N,\N,\N,\N
292,Course 0292,100,0,0,\N,\N,\N,\N
293,Course 0293,100,0,0,\N,\N,\N,\N
294,Course 0294,100,0,0,\N,\N,\N,\N
295,Course 0295,100,0,0,\N,\N,\N,\N
296,Course 0296,100,0,0,\N,\N,\N,\N
297,Course 0297,100,0,0,\N,\N,\N,\N
298,Course 0298,100,0,0,\N,\N,\N,\N
299,Course 0299,100,0,0,\N,\N,\N,\N
300,Course 0300,100,0,0,\N,\N,\N,\N
301,Course 0301,100,0,0,\N,\N,\N,\N
302,Course 0302,100,0,0,\N,\N,\N,\N
303,Course 0303,100,0,0,\N,\N,\N,\N
304,Course 0304,100,0,0,\N,\N,\N,\N
305,Course 0305,100,0,0,\N,\N,\N,\N
306,Course 0306,100,0,0,\N,\N,\N,\N
307,Course 0307,100,0,0,\N,\N,\N,\N
308,Course 0308,100,0,0,\N,\N,\N,\N
309,Course 0309,100,0,0,\N,\N,\N,\N
310,Course 0310,100,0,0,\N,\N,\N,\N
311,Course 0311,100,0,0,\N,\N,\N,\N
312,Course 0312,100,100,0,\N,\N,\N,\N
313,Course 0313,100,0,0,\N,\N,\N,\N
314,Course 0314,100,0,0,\N,\N,\N,\N
315,Course 0315,100,0,0,\N,\N,\N,\N
316,Course 0316,100,0,0,\N,\N,\N,\N
317,Course 0317,100,0,0,\N,\N,\N,\N
318,Course 0318,100,0,0,\N,\N,\N,\N
319,Course 0319,100,0,0,\N,\N,\N,\N
320,Course 0320,100,0,0,\N,\N,\N,\N
321,Course 0321,100,0,0,\N,\N,\N,\N
322,Course 0322,100,0,0,\N,\N,\N,\N
323,Course 0323,100,0,0,\N,\N,\N,\N
324,Course 0324,100,0,0,\N,\N,\N,\N
325,Course 0325,100,0,0,\N,\N,\N,\N
326,Course 0326,100,0,0,\N,\N,\N,\N
327,Course 0327,100,0,0,\N,\N,\N,\N
328,Course 0328,100,0,0,\N,\N,\N,\N
329,Course 0329,100,0,0,\N,\N,\N,\N
330,Course 0330,100,0,0,\N,\N,\N,\N
331,Course 0331,100,0,0,\N,\N,\N,\N
332,Course 0332,100,0,0,\N,\N,\N,\N
333,Course 0333,100,0,0,\N,\N,\N,\N
334,Course 0334,100,0,0,\N,\N,\N,\N
335,Course 0335,100,0,0,\N,\N,\N,\N
336,Course 0336,100,0,0,\N,\N,\N,\N
337,Course 0337,100,0,0,\N,\N,\N,\N
338,Course 0338,100,0,0,\N,\N,\N,\N
339,Course 0339,100,0,0,\N,\N,\N,\N
340,Course 0340,100,0,0,\N,\N,\N,\N
341,Course 0341,100,0,0,\N,\N,\N,\N
342,Course 0342,100,0,0,\N,\N,\N,\N
343,Course 0343,100,0,0,\N,\N,\N,\N
344,Course 0344,100,0,0,\N,\N,\N,\N
345,Course 0345,100,0,0,\N,\N,\N,\N
346,Course 0346,100,0,0,\N,\N,\N,\N
347,Course 0347,100,0,0,\N,\N,\N,\N
348,Course 0348,100,0,0,\N,\N,\N,\N
349,Course 0349,100,0,0,\N,\N,\N,\N
350,Course 0350,100,0,0,\N,\N,\N,\N
351,Course 0351,100,0,0,\N,\N,\N,\N
352,Course 0352,100,0,0,\N,\N,\N,\N
353,Course 0353,100,0,0,\N,\N,\N,\N
354,Course 0354,100,0,0,\N,\N,\N,\N
355,Course 0355,100,0,0,\N,\N,\N,\N
356,Course 0356,100,0,0,\N,\N,\N,\N
357,Course 0357,100,0,0,\N,\N,\N,\N
358,Course 0358,100,0,0,\N,\N,\N,\N
359,Course 0359,100,0,0,\N,\N,\N,\N
360,Course 0360,100,0,0,\N,\N,\N,\N
361,Course 0361,100,0,0,\N,\N,\N,\N
362,Course 0362,100,0,0,\N,\N,\N,\N
363,Course 0363,100,0,0,\N,\N,\N,\N
364,Course 0364,100,0,0,\N,\N,\N,\N
365,Course 0365,100,0,0,\N,\N,\N,\N
366,Course 0366,100,0,0,\N,\N,\N,\N
367,Course 0367,100,0,0,\N,\N,\N,\N
368,Course 0368,100,0,0,\N,\N,\N,\N
369,Course 0369,100,0,0,\N,\N,\N,\N
370,Course 0370,100,0,0,\N,\N,\N,\N
371,Course 0371,100,0,0,\N,\N,\N,\N
372,Course 0372,100,0,0,\N,\N,\N,\N
373,Course 0373,100,0,0,\N,\N,\N,\N
374,Course 0374,100,0,0,\N,\N,\N,\N
375,Course 0375,100,0,0,\N,\N,\N,\N
376,Course 0376,100,0,0,\N,\N,\N,\N
377,Course 0377,100,0,0,\N,\N,\N,\N
378,Course 0378,100,0,0,\N,\N,\N,\N
379,Course 0379,100,0,0,\N,\N,\N,\N
380,Course 0380,100,0,0,\N,\N,\N,\N
381,Course 0381,100,0,0,\N,\N,\N,\N
382,Course 0382,100,0,0,\N,\N,\N,\N
383,Course 0383,100,0,0,\N,\N,\N,\N
384,Course 0384,100,0,0,\N,\N,\N,\N
385,Course 0385,100,0,0,\N,\N,\N,\N
386,Course 0386,100,0,0,\N,\N,\N,\N
387,Course 0387,100,0,0,\N,\N,\N,\N
388,Course 0388,100,0,0,\N,\N,\N,\N
389,Course 0389,100,0,0,\N,\N,\N,\N
390,Course 0390,100,0,0,\N,\N,\N,\N
391,Course 0391,100,0,0,\N,\N,\N,\N
392,Course 0392,100,0,0,\N,\N,\N,\N
393,Course 0393,100,0,0,\N,\N,\N,\N
394,Course 0394,100,0,0,\N,\N,\N,\N
395,Course 0395,100,0,0,\N,\N,\N,\N
396,Course 0396,100,0,0,\N,\N,\N,\N
397,Course 0397,100,0,0,\N,\N,\N,\N
398,Course 0398,100,0,0,\N,\N,\N,\N
399,Course 0399,100,0,0,\N,\N,\N,\N
400,Course 0400,100,0,0,\N,\N,\N,\N
401,Course 0401,100,0,0,\N,\N,\N,\N
402,Course 0402,100,0,0,\N,\N,\N,\N
403,Course 0403,100,0,0,\N,\N,\N,\N
404,Course 0404,100,0,0,\N,\N,\N,\N
405,Course 0405,100,0,0,\N,\N,\N,\N
406,Course 0406,100,0,0,\N,\N,\N,\N
407,Course 0407,100,0,0,\N,\N,\N,\N
408,Course 0408,100,0,0,\N,\N,\N,\N
409,Course 0409,100,0,0,\N,\N,\N,\N
410,Course 0410,100,0,0,\N,\N,\N,\N
411,Course 0411,100,0,0,\N,\N,\N,\N
412,Course 0412,100,0,0,\N,\N,\N,\N
413,Course 0413,100,0,0,\N,\N,\N,\N
414,Course 0414,100,0,0,\N,\N,\N,\N
415,Course 0415,100,0,0,\N,\N,\N,\N
416,Course 0416,100,0,0,\N,\N,\N,\N
417,Course 0417,100,0,0,\N,\N,\N,\N
418,Course 0418,100,0,0,\N,\N,\N,\N
419,Course 0419,100,0,0,\N,\N,\N,\N
420,Course 0420,100,0,0,\N,\N,\N,\N
421,Course 0421,100,0,0,\N,\N,\N,\N
422,Course 0422,100,0,0,\N,\N,\N,\N
423,Course 0423,100,0,0,\N,\N,\N,\N
424,Course 0424,100,0,0,\N,\N,\N,\N
425,Course 0425,100,0,0,\N,\N,\N,\N
426,Course 0426,100,0,0,\N,\N,\N,\N
427,Course 0427,100,0,0,\N,\N,\N,\N
428,Course 0428,100,0,0,\N,\N,\N,\N
429,Course 0429,100,0,0,\N,\N,\N,\N
430,Course 0430,100,0,0,\N,\N,\N,\N
431,Course 0431,100,0,0,\N,\N,\N,\N
432,Course 0432,100,0,0,\N,\N,\N,\N
433,Course 0433,100,0,0,\N,\N,\N,\N
434,Course 0434,100,0,0,\N,\N,\N,\N
435,Course 0435,100,0,0,\N,\N,\N,\N
436,Course 0436,100,0,0,\N,\N,\N,\N
437,Course 0437,100,0,0,\N,\N,\N,\N
438,Course 0438,100,0,0,\N,\N,\N,\N
439,Course 0439,100,0,0,\N,\N,\N,\N
440,Course 0440,100,0,0,\N,\N,\N,\N
441,Course 0441,100,0,0,\N,\N,\N,\N
442,Course 0442,100,0,0,\N,\N,\N,\N
443,Course 0443,100,0,0,\N,\N,\N,\N
444,Course 0444,100,0,0,\N,\N,\N,\N
445,Course 0445,100,0,0,\N,\N,\N,\N
446,Course 0446,100,0,0,\N,\N,\N,\N
447,Course 0447,100,0,0,\N,\N,\N,\N
448,Course 0448,100,0,0,\N,\N,\N,\N
449,Course 0449,100,0,0,\N,\N,\N,\N
450,Course 0450,100,0,0,\N,\N,\N,\N
451,Course 0451,100,0,0,\N,\N,\N,\N
452,Course 0452,100,0,0,\N,\N,\N,\N
453,Course 0453,100,0,0,\N,\N,\N,\N
454,Course 0454,100,0,0,\N,\N,\N,\N
455,Course 0455,100,0,0,\N,\N,\N,\N
456,Course 0456,100,0,0,\N,\N,\N,\N
457,Course 0457,100,0,0,\N,\N,\N,\N
458,Course 0458,100,0,0,\N,\N,\N,\N
459,Course 0459,100,0,0,\N,\N,\N,\N
460,Course 0460,100,0,0,\N,\N,\N,\N
461,Course 0461,100,0,0,\N,\N,\N,\N
462,Course 0462,100,0,0,\N,\N,\N,\N
463,Course 0463,100,0,0,\N,\N,\N,\N
464,Course 0464,100,0,0,\N,\N,\N,\N
465,Course 0465,100,0,0,\N,\N,\N,\N
466,Course 0466,100,0,0,\N,\N,\N,\N
467,Course 0467,100,0,0,\N,\N,\N,\N
468,Course 0468,100,0,0,\N,\N,\N,\N
469,Course 0469,100,0,0,\N,\N,\N,\N
470,Course 0470,100,0,0,\N,\N,\N,\N
471,Course 0471,100,0,0,\N,\N,\N,\N
472,Course 0472,100,0,0,\N,\N,\N,\N
473,Course 0473,100,0,0,\N,\N,\N,\N
474,Course 0474,100,0,0,\N,\N,\N,\N
475,Course 0475,100,0,0,\N,\N,\N,\N
476,Course 0476,100,0,0,\N,\N,\N,\N
477,Course 0477,100,0,0,\N,\N,\N,\N
478,Course 0478,100,0,0,\N,\N,\N,\N
479,Course 0479,100,0,0,\N,\N,\N,\N
480,Course 0480,100,0,0,\N,\N,\N,\N
481,Course 0481,100,0,0,\N,\N,\N,\N
482,Course 0482,100,0,0,\N,\N,\N,\N
483,Course 0483,100,0,0,\N,\N,\N,\N
484,Course 0484,100,0,0,\N,\N,\N,\N
485,Course 0485,100,0,0,\N,\N,\N,\N
486,Course 0486,100,0,0,\N,\N,\N,\N
487,Course 0487,100,0,0,\N,\N,\N,\N
488,Course 0488,100,0,0,\N,\N,\N,\N
489,Course 0489,100,0,0,\N,\N,\N,\N
490,Course 0490,100,0,0,\N,\N,\N,\N
491,Course 0491,100,0,0,\N,\N,\N,\N
492,Course 0492,100,0,0,\N,\N,\N,\N
493,Course 0493,100,0,0,\N,\N,\N,\N
494,Course 0494,100,0,0,\N,\N,\N,\N
495,Course 0495,100,0,0,\N,\N,\N,\N
496,Course 0496,100,0,0,\N,\N,\N,\N
497,Course 0497,100,0,0,\N,\N,\N,\N
498,Course 0498,100,0,0,\N,\N,\N,\N
499,Course 0499,100,0,0,\N,\N,\N,\N
500,Course 0500,100,0,0,\N,\N,\N,\N
501,Course 0501,100,0,0,\N,\N,\N,\N
502,Course 0502,100,0,0,\N,\N,\N,\N
503,Course 0503,100,0,0,\N,\N,\N,\N
504,Course 0504,100,0,0,\N,\N,\N,\N
505,Course 0505,100,0,0,\N,\N,\N,\N
506,Course 0506,100,0,0,\N,\N,\N,\N
507,Course 0507,100,0,0,\N,\N,\N,\N
508,Course 0508,100,0,0,\N,\N,\N,\N
509,Course 0509,100,0,0,\N,\N,\N,\N
510,Course 0510,100,0,0,\N,\N,\N,\N
511,Course 0511,100,0,0,\N,\N,\N,\N
512,Course 0512,100,0,0,\N,\N,\N,\N
513,Course 0513,100,0,0,\N,\N,\N,\N
514,Course 0514,100,0,0,\N,\N,\N,\N
515,Course 0515,100,0,0,\N,\N,\N,\N
516,Course 0516,100,0,0,\N,\N,\N,\N
517,Course 0517,100,0,0,\N,\N,\N,\N
518,Course 0518,100,0,0,\N,\N,\N,\N
519,Course 0519,100,0,0,\N,\N,\N,\N
520,Course 0520,100,0,0,\N,\N,\N,\N
521,Course 0521,100,0,0,\N,\N,\N,\N
522,Course 0522,100,0,0,\N,\N,\N,\N
523,Course 0523,100,0,0,\N,\N,\N,\N
524,Course 0524,100,0,0,\N,\N,\N,\N
525,Course 0525,100,0,0,\N,\N,\N,\N
526,Course 0526,100,0,0,\N,\N,\N,\N
527,Course 0527,100,0,0,\N,\N,\N,\N
528,Course 0528,100,0,0,\N,\N,\N,\N
529,Course 0529,100,0,0,\N,\N,\N,\N
530,Course 0530,100,0,0,\N,\N,\N,\N
531,Course 0531,100,0,0,\N,\N,\N,\N
532,Course 0532,100,0,0,\N,\N,\N,\N
533,Course 0533,100,0,0,\N,\N,\N,\N
534,Course 0534,100,0,0,\N,\N,\N,\N
535,Course 0535,100,0,0,\N,\N,\N,\N
