id,course_id,pre_course_id,department_id,created_by,created_date,last_modified_by,last_modified_date
67,331,313,67,\N,\N,\N,\N
68,336,317,68,\N,\N,\N,\N
69,341,321,69,\N,\N,\N,\N
70,346,325,70,\N,\N,\N,\N
71,351,329,71,\N,\N,\N,\N
72,356,333,72,\N,\N,\N,\N
73,361,337,73,\N,\N,\N,\N
74,366,341,74,\N,\N,\N,\N
75,371,345,75,\N,\N,\N,\N
76,376,349,76,\N,\N,\N,\N
77,381,353,77,\N,\N,\N,\N
78,386,357,78,\N,\N,\N,\N
79,391,361,79,\N,\N,\N,\N
80,396,365,80,\N,\N,\N,\N
81,401,369,1,\N,\N,\N,\N
82,406,373,2,\N,\N,\N,\N
83,411,377,3,\N,\N,\N,\N
84,416,381,4,\N,\N,\N,\N
85,421,385,5,\N,\N,\N,\N
86,426,389,6,\N,\N,\N,\N
87,431,393,7,\N,\N,\N,\N
88,436,397,8,\N,\N,\N,\N
89,441,401,9,\N,\N,\N,\N
90,446,405,10,\N,\N,\N,\N
91,451,409,11,\N,\N,\N,\N
92,456,413,12,\N,\N,\N,\N
93,461,417,13,\N,\N,\N,\N
94,466,421,14,\N,\N,\N,\N
95,471,425,15,\N,\N,\N,\N
96,476,429,16,\N,\N,\N,\N
97,481,433,17,\N,\N,\N,\N
98,486,437,18,\N,\N,\N,\N
99,491,441,19,\N,\N,\N,\N
100,496,495,20,\N,\N,\N,\N
101,501,499,21,\N,\N,\N,\N
102,506,503,22,\N,\N,\N,\N
103,511,507,23,\N,\N,\N,\N
104,516,511,24,\N,\N,\N,\N
105,521,515,25,\N,\N,\N,\N
106,526,519,26,\N,\N,\N,\N
107,531,523,27,\N,\N,\N,\N
108,536,527,28,\N,\N,\N,\N
109,541,531,29,\N,\N,\N,\N
110,546,535,30,\N,\N,\N,\N
111,551,539,31,\N,\N,\N,\N
112,556,543,32,\N,\N,\N,\N
113,561,547,33,\N,\N,\N,\N
114,566,551,34,\N,\N,\N,\N
115,571,555,35,\N,\N,\N,\N
116,576,559,36,\N,\N,\N,\N
117,581,563,37,\N,\N,\N,\N
118,586,567,38,\N,\N,\N,\N
119,591,571,39,\N,\N,\N,\N
120,596,575,40,\N,\N,\N,\N
121,601,579,41,\N,\N,\N,\N
122,606,583,42,\N,\N,\N,\N
123,611,587,43,\N,\N,\N,\N
124,616,591,44,\N,\N,\N,\N
125,621,595,45,\N,\N,\N,\N
126,626,599,46,\N,\N,\N,\N
127,631,603,47,\N,\N,\N,\N
128,636,607,48,\N,\N,\N,\N
129,641,611,49,\N,\N,\N,\N
130,646,615,50,\N,\N,\N,\N
131,651,619,51,\N,\N,\N,\N
132,656,623,52,\N,\N,\N,\N
133,661,627,53,\N,\N,\N,\N
134,666,631,54,\N,\N,\N,\N
135,671,635,55,\N,\N,\N,\N
136,676,639,56,\N,\N,\N,\N
137,681,643,57,\N,\N,\N,\N
138,686,647,58,\N,\N,\N,\N
139,691,651,59,\N,\N,\N,\N
140,696,655,60,\N,\N,\N,\N
141,701,659,61,\N,\N,\N,\N
142,706,663,62,\N,\N,\N,\N
143,711,667,63,\N,\N,\N,\N
144,716,671,64,\N,\N,\N,\N
145,721,675,65,\N,\N,\N,\N
146,726,679,66,\N,\N,\N,\N
147,731,683,67,\N,\N,\N,\N
148,736,687,68,\N,\N,\N,\N
149,741,691,69,\N,\N,\N,\N
150,746,745,70,\N,\N,\N,\N
151,751,749,71,\N,\N,\N,\N
152,756,753,72,\N,\N,\N,\N
153,761,757,73,\N,\N,\N,\N
154,766,761,74,\N,\N,\N,\N
155,771,765,75,\N,\N,\N,\N
156,776,769,76,\N,\N,\N,\N
157,781,773,77,\N,\N,\N,\N
158,786,777,78,\N,\N,\N,\N
159,791,781,79,\N,\N,\N,\N
160,796,785,80,\N,\N,\N,\N
161,801,789,1,\N,\N,\N,\N
162,806,793,2,\N,\N,\N,\N
163,811,797,3,\N,\N,\N,\N
164,816,801,4,\N,\N,\N,\N
165,821,805,5,\N,\N,\N,\N
166,826,809,6,\N,\N,\N,\N
167,831,813,7,\N,\N,\N,\N
168,836,817,8,\N,\N,\N,\N
169,841,821,9,\N,\N,\N,\N
170,846,825,10,\N,\N,\N,\N
171,851,829,11,\N,\N,\N,\N
172,856,833,12,\N,\N,\N,\N
173,861,837,13,\N,\N,\N,\N
174,866,841,14,\N,\N,\N,\N
175,871,845,15,\N,\N,\N,\N
176,876,849,16,\N,\N,\N,\N
177,881,853,17,\N,\N,\N,\N
178,886,857,18,\N,\N,\N,\N
179,891,861,19,\N,\N,\N,\N
180,896,865,20,\N,\N,\N,\N
181,901,869,21,\N,\N,\N,\N
182,906,873,22,\N,\N,\N,\N
183,911,877,23,\N,\N,\N,\N
184,916,881,24,\N,\N,\N,\N
185,921,885,25,\N,\N,\N,\N
186,926,889,26,\N,\N,\N,\N
187,931,893,27,\N,\N,\N,\N
188,936,897,28,\N,\N,\N,\N
189,941,901,29,\N,\N,\N,\N
190,946,905,30,\N,\N,\N,\N
191,951,909,31,\N,\N,\N,\N
192,956,913,32,\N,\N,\N,\N
193,961,917,33,\N,\N,\N,\N
194,966,921,34,\N,\N,\N,\N
195,971,925,35,\N,\N,\N,\N
196,976,929,36,\N,\N,\N,\N
197,981,933,37,\N,\N,\N,\N
198,986,937,38,\N,\N,\N,\N
199,991,941,39,\N,\N,\N,\N
200,996,995,40,\N,\N,\N,\N
201,1001,999,41,\N,\N,\N,\N
202,1006,1003,42,\N,\N,\N,\N
203,1011,1007,43,\N,\N,\N,\N
204,1016,1011,44,\N,\N,\N,\N
205,1021,1015,45,\N,\N,\N,\N
206,1026,1019,46,\N,\N,\N,\N
207,1031,1023,47,\N,\N,\N,\N
208,1036,1027,48,\N,\N,\N,\N
209,1041,1031,49,\N,\N,\N,\N
210,1046,1035,50,\N,\N,\N,\N
211,1051,1039,51,\N,\N,\N,\N
212,1056,1043,52,\N,\N,\N,\N
213,1061,1047,53,\N,\N,\N,\N
214,1066,1051,54,\N,\N,\N,\N
215,1071,1055,55,\N,\N,\N,\N
216,1076,1059,56,\N,\N,\N,\N
217,1081,1063,57,\N,\N,\N,\N
218,1086,1067,58,\N,\N,\N,\N
219,1091,1071,59,\N,\N,\N,\N
220,1096,1075,60,\N,\N,\N,\N
221,1101,1079,61,\N,\N,\N,\N
222,1106,1083,62,\N,\N,\N,\N
223,1111,1087,63,\N,\N,\N,\N
224,1116,1091,64,\N,\N,\N,\N
225,1121,1095,65,\N,\N,\N,\N
226,1126,1099,66,\N,\N,\N,\N
227,1131,1103,67,\N,\N,\N,\N
228,1136,1107,68,\N,\N,\N,\N
229,1141,1111,69,\N,\N,\N,\N
230,1146,1115,70,\N,\N,\N,\N
231,1151,1119,71,\N,\N,\N,\N
232,1156,1123,72,\N,\N,\N,\N
233,1161,1127,73,\N,\N,\N,\N
234,1166,1131,74,\N,\N,\N,\N
235,1171,1135,75,\N,\N,\N,\N
236,1176,1139,76,\N,\N,\N,\N
237,1181,1143,77,\N,\N,\N,\N
238,1186,1147,78,\N,\N,\N,\N
239,1191,1151,79,\N,\N,\N,\N
240,1196,1155,80,\N,\N,\N,\N
241,1201,1159,1,\N,\N,\N,\N
242,1206,1163,2,\N,\N,\N,\N
243,1211,1167,3,\N,\N,\N,\N
244,1216,1171,4,\N,\N,\N,\N
245,1221,1175,5,\N,\N,\N,\N
246,1226,1179,6,\N,\N,\N,\N
247,1231,1183,7,\N,\N,\N,\N
248,1236,1187,8,\N,\N,\N,\N
249,1241,1191,9,\N,\N,\N,\N
250,1246,1245,10,\N,\N,\N,\N
251,1251,1249,11,\N,\N,\N,\N
252,1256,1253,12,\N,\N,\N,\N
253,1261,1257,13,\N,\N,\N,\N
254,1266,1261,14,\N,\N,\N,\N
255,1271,1265,15,\N,\N,\N,\N
256,1276,1269,16,\N,\N,\N,\N
257,1281,1273,17,\N,\N,\N,\N
258,1286,1277,18,\N,\N,\N,\N
259,1291,1281,19,\N,\N,\N,\N
260,1296,1285,20,\N,\N,\N,\N
261,1301,1289,21,\N,\N,\N,\N
262,1306,1293,22,\N,\N,\N,\N
263,1311,1297,23,\N,\N,\N,\N
264,1316,1301,24,\N,\N,\N,\N
265,1321,1305,25,\N,\N,\N,\N
266,1326,1309,26,\N,\N,\N,\N
267,1331,1313,27,\N,\N,\N,\N
268,1336,1317,28,\N,\N,\N,\N
269,1341,1321,29,\N,\N,\N,\N
270,1346,1325,30,\N,\N,\N,\N
271,1351,1329,31,\N,\N,\N,\N
272,1356,1333,32,\N,\N,\N,\N
273,1361,1337,33,\N,\N,\N,\N
274,1366,1341,34,\N,\N,\N,\N
275,1371,1345,35,\N,\N,\N,\N
276,1376,1349,36,\N,\N,\N,\N
277,1381,1353,37,\N,\N,\N,\N
278,1386,1357,38,\N,\N,\N,\N
279,1391,1361,39,\N,\N,\N,\N
280,1396,1365,40,\N,\N,\N,\N
281,1401,1369,41,\N,\N,\N,\N
282,1406,1373,42,\N,\N,\N,\N
283,1411,1377,43,\N,\N,\N,\N
284,1416,1381,44,\N,\N,\N,\N
285,1421,1385,45,\N,\N,\N,\N
286,1426,1389,46,\N,\N,\N,\N
287,1431,1393,47,\N,\N,\N,\N
288,1436,1397,48,\N,\N,\N,\N
289,1441,1401,49,\N,\N,\N,\N
290,1446,1405,50,\N,\N,\N,\N
291,1451,1409,51,\N,\N,\N,\N
292,1456,1413,52,\N,\N,\N,\N
293,1461,1417,53,\N,\N,\N,\N
294,1466,1421,54,\N,\N,\N,\N
295,1471,1425,55,\N,\N,\N,\N
296,1476,1429,56,\N,\N,\N,\N
297,1481,1433,57,\N,\N,\N,\N
298,1486,1437,58,\N,\N,\N,\N
299,1491,1441,59,\N,\N,\N,\N
300,1496,1495,60,\N,\N,\N,\N
301,1501,1499,61,\N,\N,\N,\N
302,1506,1503,62,\N,\N,\N,\N
303,1511,1507,63,\N,\N,\N,\N
304,1516,1511,64,\N,\N,\N,\N
305,1521,1515,65,\N,\N,\N,\N
306,1526,1519,66,\N,\N,\N,\N
307,1531,1523,67,\N,\N,\N,\N
308,1536,1527,68,\N,\N,\N,\N
309,1541,1531,69,\N,\N,\N,\N
310,1546,1535,70,\N,\N,\N,\N
311,1551,1539,71,\N,\N,\N,\N
312,1556,1543,72,\N,\N,\N,\N
313,1561,1547,73,\N,\N,\N,\N
314,1566,1551,74,\N,\N,\N,\N
315,1571,1555,75,\N,\N,\N,\N
316,1576,1559,76,\N,\N,\N,\N
317,1581,1563,77,\N,\N,\N,\N
318,1586,1567,78,\N,\N,\N,\N
319,1591,1571,79,\N,\N,\N,\N
320,1596,1575,80,\N,\N,\N,\N
321,1601,1579,1,\N,\N,\N,\N
322,1606,1583,2,\N,\N,\N,\N
323,1611,1587,3,\N,\N,\N,\N
324,1616,1591,4,\N,\N,\N,\N
325,1621,1595,5,\N,\N,\N,\N
326,1626,1599,6,\N,\N,\N,\N
327,1631,1603,7,\N,\N,\N,\N
328,1636,1607,8,\N,\N,\N,\N
329,1641,1611,9,\N,\N,\N,\N
330,1646,1615,10,\N,\N,\N,\N
331,1651,1619,11,\N,\N,\N,\N
332,1656,1623,12,\N,\N,\N,\N
333,1661,1627,13,\N,\N,\N,\N
334,1666,1631,14,\N,\N,\N,\N
335,1671,1635,15,\N,\N,\N,\N
336,1676,1639,16,\N,\N,\N,\N
337,1681,1643,17,\N,\N,\N,\N
338,1686,1647,18,\N,\N,\N,\N
339,1691,1651,19,\N,\N,\N,\N
340,1696,1655,20,\N,\N,\N,\N
341,1701,1659,21,\N,\N,\N,\N
342,1706,1663,22,\N,\N,\N,\N
343,1711,1667,23,\N,\N,\N,\N
344,1716,1671,24,\N,\N,\N,\N
345,1721,1675,25,\N,\N,\N,\N
346,1726,1679,26,\N,\N,\N,\N
347,1731,1683,27,\N,\N,\N,\N
348,1736,1687,28,\N,\N,\N,\N
349,1741,1691,29,\N,\N,\N,\N
350,1746,1745,30,\N,\N,\N,\N
351,1751,1749,31,\N,\N,\N,\N
352,1756,1753,32,\N,\N,\N,\N
353,1761,1757,33,\N,\N,\N,\N
354,1766,1761,34,\N,\N,\N,\N
355,1771,1765,35,\N,\N,\N,\N
356,1776,1769,36,\N,\N,\N,\N
357,1781,1773,37,\N,\N,\N,\N
358,1786,1777,38,\N,\N,\N,\N
359,1791,1781,39,\N,\N,\N,\N
360,1796,1785,40,\N,\N,\N,\N
361,1801,1789,41,\N,\N,\N,\N
362,1806,1793,42,\N,\N,\N,\N
363,1811,1797,43,\N,\N,\N,\N
364,1816,1801,44,\N,\N,\N,\N
365,1821,1805,45,\N,\N,\N,\N
366,1826,1809,46,\N,\N,\N,\N
367,1831,1813,47,\N,\N,\N,\N
368,1836,1817,48,\N,\N,\N,\N
369,1841,1821,49,\N,\N,\N,\N
370,1846,1825,50,\N,\N,\N,\N
371,1851,1829,51,\N,\N,\N,\N
372,1856,1833,52,\N,\N,\N,\N
373,1861,1837,53,\N,\N,\N,\N
374,1866,1841,54,\N,\N,\N,\N
375,1871,1845,55,\N,\N,\N,\N
376,1876,1849,56,\N,\N,\N,\N
377,1881,1853,57,\N,\N,\N,\N
378,1886,1857,58,\N,\N,\N,\N
379,1891,1861,59,\N,\N,\N,\N
380,1896,1865,60,\N,\N,\N,\N
381,1901,1869,61,\N,\N,\N,\N
382,1906,1873,62,\N,\N,\N,\N
383,1911,1877,63,\N,\N,\N,\N
384,1916,1881,64,\N,\N,\N,\N
385,1921,1885,65,\N,\N,\N,\N
386,1926,1889,66,\N,\N,\N,\N
387,1931,1893,67,\N,\N,\N,\N
388,1936,1897,68,\N,\N,\N,\N
389,1941,1901,69,\N,\N,\N,\N
390,1946,1905,70,\N,\N,\N,\N
391,1951,1909,71,\N,\N,\N,\N
392,1956,1913,72,\N,\N,\N,\N
393,1961,1917,73,\N,\N,\N,\N
394,1966,1921,74,\N,\N,\N,\N
395,1971,1925,75,\N,\N,\N,\N
396,1976,1929,76,\N,\N,\N,\N
397,1981,1933,77,\N,\N,\N,\N
398,1986,1937,78,\N,\N,\N,\N
399,1991,1941,79,\N,\N,\N,\N
400,1996,1995,80,\N,\N,\N,\N
401,2001,1999,1,\N,\N,\N,\N
402,2005,2002,2,\N,\N,\N,\N
403,2010,2006,3,\N,\N,\N,\N
404,2015,2010,4,\N,\N,\N,\N
405,2020,2014,5,\N,\N,\N,\N
406,2025,2018,6,\N,\N,\N,\N
407,2030,2022,7,\N,\N,\N,\N
408,2035,2026,8,\N,\N,\N,\N
409,2040,2030,9,\N,\N,\N,\N
410,2045,2034,10,\N,\N,\N,\N
411,2050,2038,11,\N,\N,\N,\N
412,2055,2042,12,\N,\N,\N,\N
413,2060,2046,13,\N,\N,\N,\N
414,2065,2050,14,\N,\N,\N,\N
415,2070,2054,15,\N,\N,\N,\N
416,2075,2058,16,\N,\N,\N,\N
417,2080,2062,17,\N,\N,\N,\N
418,2085,2066,18,\N,\N,\N,\N
419,2090,2070,19,\N,\N,\N,\N
420,2095,2074,20,\N,\N,\N,\N
421,2100,2078,21,\N,\N,\N,\N
422,2105,2082,22,\N,\N,\N,\N
423,2110,2086,23,\N,\N,\N,\N
424,2115,2090,24,\N,\N,\N,\N
425,2120,2094,25,\N,\N,\N,\N
426,2125,2098,26,\N,\N,\N,\N
427,2130,2102,27,\N,\N,\N,\N
428,2135,2106,28,\N,\N,\N,\N
429,2140,2110,29,\N,\N,\N,\N
430,2145,2114,30,\N,\N,\N,\N
431,2150,2118,31,\N,\N,\N,\N
432,2155,2122,32,\N,\N,\N,\N
433,2160,2126,33,\N,\N,\N,\N
434,2165,2130,34,\N,\N,\N,\N
435,2170,2134,35,\N,\N,\N,\N
436,2175,2138,36,\N,\N,\N,\N
437,2180,2142,37,\N,\N,\N,\N
438,2185,2146,38,\N,\N,\N,\N
439,2190,2150,39,\N,\N,\N,\N
440,2195,2154,40,\N,\N,\N,\N
441,2200,2158,41,\N,\N,\N,\N
442,2205,2162,42,\N,\N,\N,\N
443,2210,2166,43,\N,\N,\N,\N
444,2215,2170,44,\N,\N,\N,\N
445,2220,2174,45,\N,\N,\N,\N
446,2225,2178,46,\N,\N,\N,\N
447,2230,2182,47,\N,\N,\N,\N
448,2235,2186,48,\N,\N,\N,\N
449,2240,2190,49,\N,\N,\N,\N
450,2245,2244,50,\N,\N,\N,\N
451,2250,2248,51,\N,\N,\N,\N
452,2255,2252,52,\N,\N,\N,\N
453,2260,2256,53,\N,\N,\N,\N
454,2265,2260,54,\N,\N,\N,\N
455,2270,2264,55,\N,\N,\N,\N
456,2275,2268,56,\N,\N,\N,\N
457,2280,2272,57,\N,\N,\N,\N
458,2285,2276,58,\N,\N,\N,\N
459,2290,2280,59,\N,\N,\N,\N
460,2295,2284,60,\N,\N,\N,\N
461,2300,2288,61,\N,\N,\N,\N
462,2305,2292,62,\N,\N,\N,\N
463,2310,2296,63,\N,\N,\N,\N
464,2315,2300,64,\N,\N,\N,\N
465,2320,2304,65,\N,\N,\N,\N
466,2325,2308,66,\N,\N,\N,\N
467,2330,2312,67,\N,\N,\N,\N
468,2335,2316,68,\N,\N,\N,\N
469,2340,2320,69,\N,\N,\N,\N
470,2345,2324,70,\N,\N,\N,\N
471,2350,2328,71,\N,\N,\N,\N
472,2355,2332,72,\N,\N,\N,\N
473,2360,2336,73,\N,\N,\N,\N
474,2365,2340,74,\N,\N,\N,\N
475,2370,2344,75,\N,\N,\N,\N
476,2375,2348,76,\N,\N,\N,\N
477,2380,2352,77,\N,\N,\N,\N
478,2385,2356,78,\N,\N,\N,\N
479,2390,2360,79,\N,\N,\N,\N
480,2395,2364,80,\N,\N,\N,\N
481,2400,2368,1,\N,\N,\N,\N
482,2405,2372,2,\N,\N,\N,\N
483,2410,2376,3,\N,\N,\N,\N
484,2415,2380,4,\N,\N,\N,\N
485,2420,2384,5,\N,\N,\N,\N
486,2425,2388,6,\N,\N,\N,\N
487,2430,2392,7,\N,\N,\N,\N
488,2435,2396,8,\N,\N,\N,\N
489,2440,2400,9,\N,\N,\N,\N
490,2445,2404,10,\N,\N,\N,\N
491,2450,2408,11,\N,\N,\N,\N
492,2455,2412,12,\N,\N,\N,\N
493,2460,2416,13,\N,\N,\N,\N
494,2465,2420,14,\N,\N,\N,\N
495,2470,2424,15,\N,\N,\N,\N
496,2475,2428,16,\N,\N,\N,\N
497,2480,2432,17,\N,\N,\N,\N
498,2485,2436,18,\N,\N,\N,\N
499,2490,2440,19,\N,\N,\N,\N
500,2495,2494,20,\N,\N,\N,\N
501,2500,2498,21,\N,\N,\N,\N
502,2505,2502,22,\N,\N,\N,\N
503,2510,2506,23,\N,\N,\N,\N
504,2515,2510,24,\N,\N,\N,\N
505,2520,2514,25,\N,\N,\N,\N
506,2525,2518,26,\N,\N,\N,\N
507,2530,2522,27,\N,\N,\N,\N
508,2535,2526,28,\N,\N,\N,\N
509,2540,2530,29,\N,\N,\N,\N
510,2545,2534,30,\N,\N,\N,\N
511,2550,2538,31,\N,\N,\N,\N
512,2555,2542,32,\N,\N,\N,\N
513,2560,2546,33,\N,\N,\N,\N
514,2565,2550,34,\N,\N,\N,\N
515,2570,2554,35,\N,\N,\N,\N
516,2575,2558,36,\N,\N,\N,\N
517,2580,2562,37,\N,\N,\N,\N
518,2585,2566,38,\N,\N,\N,\N
519,2590,2570,39,\N,\N,\N,\N
520,2595,2574,40,\N,\N,\N,\N
521,2600,2578,41,\N,\N,\N,\N
522,2605,2582,42,\N,\N,\N,\N
523,2610,2586,43,\N,\N,\N,\N
524,2615,2590,44,\N,\N,\N,\N
525,2620,2594,45,\N,\N,\N,\N
526,2625,2598,46,\N,\N,\N,\N
527,2630,2602,47,\N,\N,\N,\N
528,2635,2606,48,\N,\N,\N,\N
529,2640,2610,49,\N,\N,\N,\N
530,2645,2614,50,\N,\N,\N,\N
531,2650,2618,51,\N,\N,\N,\N
532,2655,2622,52,\N,\N,\N,\N
533,2660,2626,53,\N,\N,\N,\N
534,2665,2630,54,\N,\N,\N,\N
535,2670,2634,55,\N,\N,\N,\N
536,2675,2638,56,\N,\N,\N,\N
537,2680,2642,57,\N,\N,\N,\N
538,2685,2646,58,\N,\N,\N,\N
539,2690,2650,59,\N,\N,\N,\N
540,2695,2654,60,\N,\N,\N,\N
541,2700,2658,61,\N,\N,\N,\N
542,2705,2662,62,\N,\N,\N,\N
543,2710,2666,63,\N,\N,\N,\N
544,2715,2670,64,\N,\N,\N,\N
545,2720,2674,65,\N,\N,\N,\N
546,2725,2678,66,\N,\N,\N,\N
547,2730,2682,67,\N,\N,\N,\N
548,2735,2686,68,\N,\N,\N,\N
549,2740,2690,69,\N,\N,\N,\N
550,2745,2744,70,\N,\N,\N,\N
551,2750,2748,71,\N,\N,\N,\N
552,2755,2752,72,\N,\N,\N,\N
553,2760,2756,73,\N,\N,\N,\N
554,2765,2760,74,\N,\N,\N,\N
555,2770,2764,75,\N,\N,\N,\N
556,2775,2768,76,\N,\N,\N,\N
557,2780,2772,77,\N,\N,\N,\N
558,2785,2776,78,\N,\N,\N,\N
559,2790,2780,79,\N,\N,\N,\N
560,2795,2784,80,\N,\N,\N,\N
561,2800,2788,1,\N,\N,\N,\N
562,2805,2792,2,\N,\N,\N,\N
563,2810,2796,3,\N,\N,\N,\N
564,2815,2800,4,\N,\N,\N,\N
565,2820,2804,5,\N,\N,\N,\N
566,2825,2808,6,\N,\N,\N,\N
567,2830,2812,7,\N,\N,\N,\N
568,2835,2816,8,\N,\N,\N,\N
569,2840,2820,9,\N,\N,\N,\N
570,2845,2824,10,\N,\N,\N,\N
571,2850,2828,11,\N,\N,\N,\N
572,2855,2832,12,\N,\N,\N,\N
573,2860,2836,13,\N,\N,\N,\N
574,2865,2840,14,\N,\N,\N,\N
575,2870,2844,15,\N,\N,\N,\N
576,2875,2848,16,\N,\N,\N,\N
577,2880,2852,17,\N,\N,\N,\N
578,2885,2856,18,\N,\N,\N,\N
579,2890,2860,19,\N,\N,\N,\N
580,2895,2864,20,\N,\N,\N,\N
581,2900,2868,21,\N,\N,\N,\N
582,2905,2872,22,\N,\N,\N,\N
583,2910,2876,23,\N,\N,\N,\N
584,2915,2880,24,\N,\N,\N,\N
585,2920,2884,25,\N,\N,\N,\N
586,2925,2888,26,\N,\N,\N,\N
587,2930,2892,27,\N,\N,\N,\N
588,2935,2896,28,\N,\N,\N,\N
589,2940,2900,29,\N,\N,\N,\N
590,2945,2904,30,\N,\N,\N,\N
591,2950,2908,31,\N,\N,\N,\N
592,2955,2912,32,\N,\N,\N,\N
593,2960,2916,33,\N,\N,\N,\N
594,2965,2920,34,\N,\N,\N,\N
595,2970,2924,35,\N,\N,\N,\N
596,2975,2928,36,\N,\N,\N,\N
597,2980,2932,37,\N,\N,\N,\N
598,2985,2936,38,\N,\N,\N,\N
599,2990,2940,39,\N,\N,\N,\N
600,2995,2994,40,\N,\N,\N,\N
601,3000,2998,41,\N,\N,\N,\N
602,3005,3002,42,\N,\N,\N,\N
603,3010,3006,43,\N,\N,\N,\N
604,3015,3010,44,\N,\N,\N,\N
605,3020,3014,45,\N,\N,\N,\N
606,3025,3018,46,\N,\N,\N,\N
607,3030,3022,47,\N,\N,\N,\N
608,3035,3026,48,\N,\N,\N,\N
609,3040,3030,49,\N,\N,\N,\N
610,3045,3034,50,\N,\N,\N,\N
611,3050,3038,51,\N,\N,\N,\N
612,3055,3042,52,\N,\N,\N,\N
613,3060,3046,53,\N,\N,\N,\N
614,3065,3050,54,\N,\N,\N,\N
615,3070,3054,55,\N,\N,\N,\N
616,3075,3058,56,\N,\N,\N,\N
617,3080,3062,57,\N,\N,\N,\N
618,3085,3066,58,\N,\N,\N,\N
619,3090,3070,59,\N,\N,\N,\N
620,3095,3074,60,\N,\N,\N,\N
621,3100,3078,61,\N,\N,\N,\N
622,3105,3082,62,\N,\N,\N,\N
623,3110,3086,63,\N,\N,\N,\N
624,3115,3090,64,\N,\N,\N,\N
625,3120,3094,65,\N,\N,\N,\N
626,3125,3098,66,\N,\N,\N,\N
627,3130,3102,67,\N,\N,\N,\N
628,3135,3106,68,\N,\N,\N,\N
629,3140,3110,69,\N,\N,\N,\N
630,3145,3114,70,\N,\N,\N,\N
631,3150,3118,71,\N,\N,\N,\N
632,3155,3122,72,\N,\N,\N,\N
633,3160,3126,73,\N,\N,\N,\N
634,3165,3130,74,\N,\N,\N,\N
635,3170,3134,75,\N,\N,\N,\N
636,3175,3138,76,\N,\N,\N,\N
637,3180,3142,77,\N,\N,\N,\N
638,3185,3146,78,\N,\N,\N,\N
639,3190,3150,79,\N,\N,\N,\N
640,3195,3154,80,\N,\N,\N,\N
641,3200,3158,1,\N,\N,\N,\N
642,3205,3162,2,\N,\N,\N,\N
643,3210,3166,3,\N,\N,\N,\N
644,3215,3170,4,\N,\N,\N,\N
645,3220,3174,5,\N,\N,\N,\N
646,3225,3178,6,\N,\N,\N,\N
647,3230,3182,7,\N,\N,\N,\N
648,3235,3186,8,\N,\N,\N,\N
649,3240,3190,9,\N,\N,\N,\N
650,3245,3244,10,\N,\N,\N,\N
651,3250,3248,11,\N,\N,\N,\N
