student_id,department_id,member_id,created_by,created_date,last_modified_by,last_modified_date
116,36,116,\N,\N,\N,\N
117,37,117,\N,\N,\N,\N
118,38,118,\N,\N,\N,\N
119,39,119,\N,\N,\N,\N
120,40,120,\N,\N,\N,\N
121,41,121,\N,\N,\N,\N
122,42,122,\N,\N,\N,\N
123,43,123,\N,\N,\N,\N
124,44,124,\N,\N,\N,\N
125,45,125,\N,\N,\N,\N
126,46,126,\N,\N,\N,\N
127,47,127,\N,\N,\N,\N
128,48,128,\N,\N,\N,\N
129,49,129,\N,\N,\N,\N
130,50,130,\N,\N,\N,\N
131,51,131,\N,\N,\N,\N
132,52,132,\N,\N,\N,\N
133,53,133,\N,\N,\N,\N
134,54,134,\N,\N,\N,\N
135,55,135,\N,\N,\N,\N
136,56,136,\N,\N,\N,\N
137,57,137,\N,\N,\N,\N
138,58,138,\N,\N,\N,\N
139,59,139,\N,\N,\N,\N
140,60,140,\N,\N,\N,\N
141,61,141,\N,\N,\N,\N
142,62,142,\N,\N,\N,\N
143,63,143,\N,\N,\N,\N
144,64,144,\N,\N,\N,\N
145,65,145,\N,\N,\N,\N
146,66,146,\N,\N,\N,\N
147,67,147,\N,\N,\N,\N
148,68,148,\N,\N,\N,\N
149,69,149,\N,\N,\N,\N
150,70,150,\N,\N,\N,\N
151,71,151,\N,\N,\N,\N
152,72,152,\N,\N,\N,\N
153,73,153,\N,\N,\N,\N
154,74,154,\N,\N,\N,\N
155,75,155,\N,\N,\N,\N
156,76,156,\N,\N,\N,\N
157,77,157,\N,\N,\N,\N
158,78,158,\N,\N,\N,\N
159,79,159,\N,\N,\N,\N
160,80,160,\N,\N,\N,\N
161,1,161,\N,\N,\N,\N
162,2,162,\N,\N,\N,\N
163,3,163,\N,\N,\N,\N
164,4,164,\N,\N,\N,\N
165,5,165,\N,\N,\N,\N
166,6,166,\N,\N,\N,\N
167,7,167,\N,\N,\N,\N
168,8,168,\N,\N,\N,\N
169,9,169,\N,\N,\N,\N
170,10,170,\N,\N,\N,\N
171,11,171,\N,\N,\N,\N
172,12,172,\N,\N,\N,\N
173,13,173,\N,\N,\N,\N
174,14,174,\N,\N,\N,\N
175,15,175,\N,\N,\N,\N
176,16,176,\N,\N,\N,\N
177,17,177,\N,\N,\N,\N
178,18,178,\N,\N,\N,\N
179,19,179,\N,\N,\N,\N
180,20,180,\N,\N,\N,\N
181,21,181,\N,\N,\N,\N
182,22,182,\N,\N,\N,\N
183,23,183,\N,\N,\N,\N
184,24,184,\N,\N,\N,\N
185,25,185,\N,\N,\N,\N
186,26,186,\N,\N,\N,\N
187,27,187,\N,\N,\N,\N
188,28,188,\N,\N,\N,\N
189,29,189,\N,\N,\N,\N
190,30,190,\N,\N,\N,\N
191,31,191,\N,\N,\N,\N
192,32,192,\N,\N,\N,\N
193,33,193,\N,\N,\N,\N
194,34,194,\N,\N,\N,\N
195,35,195,\N,\N,\N,\N
196,36,196,\N,\N,\N,\N
197,37,197,\N,\N,\N,\N
198,38,198,\N,\N,\N,\N
199,39,199,\N,\N,\N,\N
200,40,200,\N,\N,\N,\N
201,41,201,\N,\N,\N,\N
202,42,202,\N,\N,\N,\N
203,43,203,\N,\N,\N,\N
204,44,204,\N,\N,\N,\N
205,45,205,\N,\N,\N,\N
206,46,206,\N,\N,\N,\N
207,47,207,\N,\N,\N,\N
208,48,208,\N,\N,\N,\N
209,49,209,\N,\N,\N,\N
210,50,210,\N,\N,\N,\N
211,51,211,\N,\N,\N,\N
212,52,212,\N,\N,\N,\N
213,53,213,\N,\N,\N,\N
214,54,214,\N,\N,\N,\N
215,55,215,\N,\N,\N,\N
216,56,216,\N,\N,\N,\N
217,57,217,\N,\N,\N,\N
218,58,218,\N,\N,\N,\N
219,59,219,\N,\N,\N,\N
220,60,220,\N,\N,\N,\N
221,61,221,\N,\N,\N,\N
222,62,222,\N,\N,\N,\N
223,63,223,\N,\N,\N,\N
224,64,224,\N,\N,\N,\N
225,65,225,\N,\N,\N,\N
226,66,226,\N,\N,\N,\N
227,67,227,\N,\N,\N,\N
228,68,228,\N,\N,\N,\N
229,69,229,\N,\N,\N,\N
230,70,230,\N,\N,\N,\N
231,71,231,\N,\N,\N,\N
232,72,232,\N,\N,\N,\N
233,73,233,\N,\N,\N,\N
234,74,234,\N,\N,\N,\N
235,75,235,\N,\N,\N,\N
236,76,236,\N,\N,\N,\N
237,77,237,\N,\N,\N,\N
238,78,238,\N,\N,\N,\N
239,79,239,\N,\N,\N,\N
240,80,240,\N,\N,\N,\N
241,1,241,\N,\N,\N,\N
242,2,242,\N,\N,\N,\N
243,3,243,\N,\N,\N,\N
244,4,244,\N,\N,\N,\N
245,5,245,\N,\N,\N,\N
246,6,246,\N,\N,\N,\N
247,7,247,\N,\N,\N,\N
248,8,248,\N,\N,\N,\N
249,9,249,\N,\N,\N,\N
250,10,250,\N,\N,\N,\N
251,11,251,\N,\N,\N,\N
252,12,252,\N,\N,\N,\N
253,13,253,\N,\N,\N,\N
254,14,254,\N,\N,\N,\N
255,15,255,\N,\N,\N,\N
256,16,256,\N,\N,\N,\N
257,17,257,\N,\N,\N,\N
258,18,258,\N,\N,\N,\N
259,19,259,\N,\N,\N,\N
260,20,260,\N,\N,\N,\N
261,21,261,\N,\N,\N,\N
262,22,262,\N,\N,\N,\N
263,23,263,\N,\N,\N,\N
264,24,264,\N,\N,\N,\N
265,25,265,\N,\N,\N,\N
266,26,266,\N,\N,\N,\N
267,27,267,\N,\N,\N,\N
268,28,268,\N,\N,\N,\N
269,29,269,\N,\N,\N,\N
270,30,270,\N,\N,\N,\N
271,31,271,\N,\N,\N,\N
272,32,272,\N,\N,\N,\N
273,33,273,\N,\N,\N,\N
274,34,274,\N,\N,\N,\N
275,35,275,\N,\N,\N,\N
276,36,276,\N,\N,\N,\N
277,37,277,\N,\N,\N,\N
278,38,278,\N,\N,\N,\N
279,39,279,\N,\N,\N,\N
280,40,280,\N,\N,\N,\N
281,41,281,\N,\N,\N,\N
282,42,282,\N,\N,\N,\N
283,43,283,\N,\N,\N,\N
284,44,284,\N,\N,\N,\N
285,45,285,\N,\N,\N,\N
286,46,286,\N,\N,\N,\N
287,47,287,\N,\N,\N,\N
288,48,288,\N,\N,\N,\N
289,49,289,\N,\N,\N,\N
290,50,290,\N,\N,\N,\N
291,51,291,\N,\N,\N,\N
292,52,292,\N,\N,\N,\N
293,53,293,\N,\N,\N,\N
294,54,294,\N,\N,\N,\N
295,55,295,\N,\N,\N,\N
296,56,296,\N,\N,\N,\N
297,57,297,\N,\N,\N,\N
298,58,298,\N,\N,\N,\N
299,59,299,\N,\N,\N,\N
300,60,300,\N,\N,\N,\N
301,61,301,\N,\N,\N,\N
302,62,302,\N,\N,\N,\N
303,63,303,\N,\N,\N,\N
304,64,304,\N,\N,\N,\N
305,65,305,\N,\N,\N,\N
306,66,306,\N,\N,\N,\N
307,67,307,\N,\N,\N,\N
308,68,308,\N,\N,\N,\N
309,69,309,\N,\N,\N,\N
310,70,310,\N,\N,\N,\N
311,71,311,\N,\N,\N,\N
312,72,312,\N,\N,\N,\N
313,73,313,\N,\N,\N,\N
314,74,314,\N,\N,\N,\N
315,75,315,\N,\N,\N,\N
316,76,316,\N,\N,\N,\N
317,77,317,\N,\N,\N,\N
318,78,318,\N,\N,\N,\N
319,79,319,\N,\N,\N,\N
320,80,320,\N,\N,\N,\N
321,1,321,\N,\N,\N,\N
322,2,322,\N,\N,\N,\N
323,3,323,\N,\N,\N,\N
324,4,324,\N,\N,\N,\N
325,5,325,\N,\N,\N,\N
326,6,326,\N,\N,\N,\N
327,7,327,\N,\N,\N,\N
328,8,328,\N,\N,\N,\N
329,9,329,\N,\N,\N,\N
330,10,330,\N,\N,\N,\N
331,11,331,\N,\N,\N,\N
332,12,332,\N,\N,\N,\N
333,13,333,\N,\N,\N,\N
334,14,334,\N,\N,\N,\N
335,15,335,\N,\N,\N,\N
336,16,336,\N,\N,\N,\N
337,17,337,\N,\N,\N,\N
338,18,338,\N,\N,\N,\N
339,19,339,\N,\N,\N,\N
340,20,340,\N,\N,\N,\N
341,21,341,\N,\N,\N,\N
342,22,342,\N,\N,\N,\N
343,23,343,\N,\N,\N,\N
344,24,344,\N,\N,\N,\N
345,25,345,\N,\N,\N,\N
346,26,346,\N,\N,\N,\N
347,27,347,\N,\N,\N,\N
348,28,348,\N,\N,\N,\N
349,29,349,\N,\N,\N,\N
350,30,350,\N,\N,\N,\N
351,31,351,\N,\N,\N,\N
352,32,352,\N,\N,\N,\N
353,33,353,\N,\N,\N,\N
354,34,354,\N,\N,\N,\N
355,35,355,\N,\N,\N,\N
356,36,356,\N,\N,\N,\N
357,37,357,\N,\N,\N,\N
358,38,358,\N,\N,\N,\N
359,39,359,\N,\N,\N,\N
360,40,360,\N,\N,\N,\N
361,41,361,\N,\N,\N,\N
362,42,362,\N,\N,\N,\N
363,43,363,\N,\N,\N,\N
364,44,364,\N,\N,\N,\N
365,45,365,\N,\N,\N,\N
366,46,366,\N,\N,\N,\N
367,47,367,\N,\N,\N,\N
368,48,368,\N,\N,\N,\N
369,49,369,\N,\N,\N,\N
370,50,370,\N,\N,\N,\N
371,51,371,\N,\N,\N,\N
372,52,372,\N,\N,\N,\N
373,53,373,\N,\N,\N,\N
374,54,374,\N,\N,\N,\N
375,55,375,\N,\N,\N,\N
376,56,376,\N,\N,\N,\N
377,57,377,\N,\N,\N,\N
378,58,378,\N,\N,\N,\N
379,59,379,\N,\N,\N,\N
380,60,380,\N,\N,\N,\N
381,61,381,\N,\N,\N,\N
382,62,382,\N,\N,\N,\N
383,63,383,\N,\N,\N,\N
384,64,384,\N,\N,\N,\N
385,65,385,\N,\N,\N,\N
386,66,386,\N,\N,\N,\N
387,67,387,\N,\N,\N,\N
388,68,388,\N,\N,\N,\N
389,69,389,\N,\N,\N,\N
390,70,390,\N,\N,\N,\N
391,71,391,\N,\N,\N,\N
392,72,392,\N,\N,\N,\N
393,73,393,\N,\N,\N,\N
394,74,394,\N,\N,\N,\N
395,75,395,\N,\N,\N,\N
396,76,396,\N,\N,\N,\N
397,77,397,\N,\N,\N,\N
398,78,398,\N,\N,\N,\N
399,79,399,\N,\N,\N,\N
400,80,400,\N,\N,\N,\N
401,1,401,\N,\N,\N,\N
402,2,402,\N,\N,\N,\N
403,3,403,\N,\N,\N,\N
404,4,404,\N,\N,\N,\N
405,5,405,\N,\N,\N,\N
406,6,406,\N,\N,\N,\N
407,7,407,\N,\N,\N,\N
408,8,408,\N,\N,\N,\N
409,9,409,\N,\N,\N,\N
410,10,410,\N,\N,\N,\N
411,11,411,\N,\N,\N,\N
412,12,412,\N,\N,\N,\N
413,13,413,\N,\N,\N,\N
414,14,414,\N,\N,\N,\N
415,15,415,\N,\N,\N,\N
416,16,416,\N,\N,\N,\N
417,17,417,\N,\N,\N,\N
418,18,418,\N,\N,\N,\N
419,19,419,\N,\N,\N,\N
420,20,420,\N,\N,\N,\N
421,21,421,\N,\N,\N,\N
422,22,422,\N,\N,\N,\N
423,23,423,\N,\N,\N,\N
424,24,424,\N,\N,\N,\N
425,25,425,\N,\N,\N,\N
426,26,426,\N,\N,\N,\N
427,27,427,\N,\N,\N,\N
428,28,428,\N,\N,\N,\N
429,29,429,\N,\N,\N,\N
430,30,430,\N,\N,\N,\N
431,31,431,\N,\N,\N,\N
432,32,432,\N,\N,\N,\N
433,33,433,\N,\N,\N,\N
434,34,434,\N,\N,\N,\N
435,35,435,\N,\N,\N,\N
436,36,436,\N,\N,\N,\N
437,37,437,\N,\N,\N,\N
438,38,438,\N,\N,\N,\N
439,39,439,\N,\N,\N,\N
440,40,440,\N,\N,\N,\N
441,41,441,\N,\N,\N,\N
442,42,442,\N,\N,\N,\N
443,43,443,\N,\N,\N,\N
444,44,444,\N,\N,\N,\N
445,45,445,\N,\N,\N,\N
446,46,446,\N,\N,\N,\N
447,47,447,\N,\N,\N,\N
448,48,448,\N,\N,\N,\N
449,49,449,\N,\N,\N,\N
450,50,450,\N,\N,\N,\N
451,51,451,\N,\N,\N,\N
452,52,452,\N,\N,\N,\N
453,53,453,\N,\N,\N,\N
454,54,454,\N,\N,\N,\N
455,55,455,\N,\N,\N,\N
456,56,456,\N,\N,\N,\N
457,57,457,\N,\N,\N,\N
458,58,458,\N,\N,\N,\N
459,59,459,\N,\N,\N,\N
460,60,460,\N,\N,\N,\N
461,61,461,\N,\N,\N,\N
462,62,462,\N,\N,\N,\N
463,63,463,\N,\N,\N,\N
464,64,464,\N,\N,\N,\N
465,65,465,\N,\N,\N,\N
466,66,466,\N,\N,\N,\N
467,67,467,\N,\N,\N,\N
468,68,468,\N,\N,\N,\N
469,69,469,\N,\N,\N,\N
470,70,470,\N,\N,\N,\N
471,71,471,\N,\N,\N,\N
472,72,472,\N,\N,\N,\N
473,73,473,\N,\N,\N,\N
474,74,474,\N,\N,\N,\N
475,75,475,\N,\N,\N,\N
476,76,476,\N,\N,\N,\N
477,77,477,\N,\N,\N,\N
478,78,478,\N,\N,\N,\N
479,79,479,\N,\N,\N,\N
480,80,480,\N,\N,\N,\N
481,1,481,\N,\N,\N,\N
482,2,482,\N,\N,\N,\N
483,3,483,\N,\N,\N,\N
484,4,484,\N,\N,\N,\N
485,5,485,\N,\N,\N,\N
486,6,486,\N,\N,\N,\N
487,7,487,\N,\N,\N,\N
488,8,488,\N,\N,\N,\N
489,9,489,\N,\N,\N,\N
490,10,490,\N,\N,\N,\N
491,11,491,\N,\N,\N,\N
492,12,492,\N,\N,\N,\N
493,13,493,\N,\N,\N,\N
494,14,494,\N,\N,\N,\N
495,15,495,\N,\N,\N,\N
496,16,496,\N,\N,\N,\N
497,17,497,\N,\N,\N,\N
498,18,498,\N,\N,\N,\N
499,19,499,\N,\N,\N,\N
500,20,500,\N,\N,\N,\N
501,21,501,\N,\N,\N,\N
502,22,502,\N,\N,\N,\N
503,23,503,\N,\N,\N,\N
504,24,504,\N,\N,\N,\N
505,25,505,\N,\N,\N,\N
506,26,506,\N,\N,\N,\N
507,27,507,\N,\N,\N,\N
508,28,508,\N,\N,\N,\N
509,29,509,\N,\N,\N,\N
510,30,510,\N,\N,\N,\N
511,31,511,\N,\N,\N,\N
512,32,512,\N,\N,\N,\N
513,33,513,\N,\N,\N,\N
514,34,514,\N,\N,\N,\N
515,35,515,\N,\N,\N,\N
516,36,516,\N,\N,\N,\N
517,37,517,\N,\N,\N,\N
518,38,518,\N,\N,\N,\N
519,39,519,\N,\N,\N,\N
520,40,520,\N,\N,\N,\N
521,41,521,\N,\N,\N,\N
522,42,522,\N,\N,\N,\N
523,43,523,\N,\N,\N,\N
524,44,524,\N,\N,\N,\N
525,45,525,\N,\N,\N,\N
526,46,526,\N,\N,\N,\N
527,47,527,\N,\N,\N,\N
528,48,528,\N,\N,\N,\N
529,49,529,\N,\N,\N,\N
530,50,530,\N,\N,\N,\N
531,51,531,\N,\N,\N,\N
532,52,532,\N,\N,\N,\N
533,53,533,\N,\N,\N,\N
534,54,534,\N,\N,\N,\N
535,55,535,\N,\N,\N,\N
536,56,536,\N,\N,\N,\N
537,57,537,\N,\N,\N,\N
538,58,538,\N,\N,\N,\N
539,59,539,\N,\N,\N,\N
540,60,540,\N,\N,\N,\N
541,61,541,\N,\N,\N,\N
542,62,542,\N,\N,\N,\N
543,63,543,\N,\N,\N,\N
544,64,544,\N,\N,\N,\N
545,65,545,\N,\N,\N,\N
546,66,546,\N,\N,\N,\N
547,67,547,\N,\N,\N,\N
548,68,548,\N,\N,\N,\N
549,69,549,\N,\N,\N,\N
550,70,550,\N,\N,\N,\N
551,71,551,\N,\N,\N,\N
552,72,552,\N,\N,\N,\N
553,73,553,\N,\N,\N,\N
554,74,554,\N,\N,\N,\N
555,75,555,\N,\N,\N,\N
556,76,556,\N,\N,\N,\N
557,77,557,\N,\N,\N,\N
558,78,558,\N,\N,\N,\N
559,79,559,\N,\N,\N,\N
560,80,560,\N,\N,\N,\N
561,1,561,\N,\N,\N,\N
562,2,562,\N,\N,\N,\N
563,3,563,\N,\N,\N,\N
564,4,564,\N,\N,\N,\N
565,5,565,\N,\N,\N,\N
566,6,566,\N,\N,\N,\N
567,7,567,\N,\N,\N,\N
568,8,568,\N,\N,\N,\N
569,9,569,\N,\N,\N,\N
570,10,570,\N,\N,\N,\N
571,11,571,\N,\N,\N,\N
572,12,572,\N,\N,\N,\N
573,13,573,\N,\N,\N,\N
574,14,574,\N,\N,\N,\N
575,15,575,\N,\N,\N,\N
576,16,576,\N,\N,\N,\N
577,17,577,\N,\N,\N,\N
578,18,578,\N,\N,\N,\N
579,19,579,\N,\N,\N,\N
580,20,580,\N,\N,\N,\N
581,21,581,\N,\N,\N,\N
582,22,582,\N,\N,\N,\N
583,23,583,\N,\N,\N,\N
584,24,584,\N,\N,\N,\N
585,25,585,\N,\N,\N,\N
586,26,586,\N,\N,\N,\N
587,27,587,\N,\N,\N,\N
588,28,588,\N,\N,\N,\N
589,29,589,\N,\N,\N,\N
590,30,590,\N,\N,\N,\N
591,31,591,\N,\N,\N,\N
592,32,592,\N,\N,\N,\N
593,33,593,\N,\N,\N,\N
594,34,594,\N,\N,\N,\N
595,35,595,\N,\N,\N,\N
596,36,596,\N,\N,\N,\N
597,37,597,\N,\N,\N,\N
598,38,598,\N,\N,\N,\N
599,39,599,\N,\N,\N,\N
600,40,600,\N,\N,\N,\N
601,41,601,\N,\N,\N,\N
602,42,602,\N,\N,\N,\N
603,43,603,\N,\N,\N,\N
604,44,604,\N,\N,\N,\N
605,45,605,\N,\N,\N,\N
606,46,606,\N,\N,\N,\N
607,47,607,\N,\N,\N,\N
608,48,608,\N,\N,\N,\N
609,49,609,\N,\N,\N,\N
610,50,610,\N,\N,\N,\N
611,51,611,\N,\N,\N,\N
612,52,612,\N,\N,\N,\N
613,53,613,\N,\N,\N,\N
614,54,614,\N,\N,\N,\N
615,55,615,\N,\N,\N,\N
616,56,616,\N,\N,\N,\N
617,57,617,\N,\N,\N,\N
618,58,618,\N,\N,\N,\N
619,59,619,\N,\N,\N,\N
620,60,620,\N,\N,\N,\N
621,61,621,\N,\N,\N,\N
622,62,622,\N,\N,\N,\N
623,63,623,\N,\N,\N,\N
624,64,624,\N,\N,\N,\N
625,65,625,\N,\N,\N,\N
626,66,626,\N,\N,\N,\N
627,67,627,\N,\N,\N,\N
628,68,628,\N,\N,\N,\N
629,69,629,\N,\N,\N,\N
630,70,630,\N,\N,\N,\N
631,71,631,\N,\N,\N,\N
632,72,632,\N,\N,\N,\N
633,73,633,\N,\N,\N,\N
634,74,634,\N,\N,\N,\N
635,75,635,\N,\N,\N,\N
636,76,636,\N,\N,\N,\N
637,77,637,\N,\N,\N,\N
638,78,638,\N,\N,\N,\N
639,79,639,\N,\N,\N,\N
640,80,640,\N,\N,\N,\N
641,1,641,\N,\N,\N,\N
642,2,642,\N,\N,\N,\N
643,3,643,\N,\N,\N,\N
644,4,644,\N,\N,\N,\N
645,5,645,\N,\N,\N,\N
646,6,646,\N,\N,\N,\N
647,7,647,\N,\N,\N,\N
648,8,648,\N,\N,\N,\N
649,9,649,\N,\N,\N,\N
650,10,650,\N,\N,\N,\N
651,11,651,\N,\N,\N,\N
652,12,652,\N,\N,\N,\N
653,13,653,\N,\N,\N,\N
654,14,654,\N,\N,\N,\N
655,15,655,\N,\N,\N,\N
656,16,656,\N,\N,\N,\N
657,17,657,\N,\N,\N,\N
658,18,658,\N,\N,\N,\N
659,19,659,\N,\N,\N,\N
660,20,660,\N,\N,\N,\N
661,21,661,\N,\N,\N,\N
662,22,662,\N,\N,\N,\N
663,23,663,\N,\N,\N,\N
664,24,664,\N,\N,\N,\N
665,25,665,\N,\N,\N,\N
666,26,666,\N,\N,\N,\N
667,27,667,\N,\N,\N,\N
668,28,668,\N,\N,\N,\N
669,29,669,\N,\N,\N,\N
670,30,670,\N,\N,\N,\N
671,31,671,\N,\N,\N,\N
672,32,672,\N,\N,\N,\N
673,33,673,\N,\N,\N,\N
674,34,674,\N,\N,\N,\N
675,35,675,\N,\N,\N,\N
676,36,676,\N,\N,\N,\N
677,37,677,\N,\N,\N,\N
678,38,678,\N,\N,\N,\N
679,39,679,\N,\N,\N,\N
680,40,680,\N,\N,\N,\N
681,41,681,\N,\N,\N,\N
682,42,682,\N,\N,\N,\N
683,43,683,\N,\N,\N,\N
684,44,684,\N,\N,\N,\N
685,45,685,\N,\N,\N,\N
686,46,686,\N,\N,\N,\N
687,47,687,\N,\N,\N,\N
688,48,688,\N,\N,\N,\N
689,49,689,\N,\N,\N,\N
690,50,690,\N,\N,\N,\N
691,51,691,\N,\N,\N,\N
692,52,692,\N,\N,\N,\N
693,53,693,\N,\N,\N,\N
694,54,694,\N,\N,\N,\N
695,55,695,\N,\N,\N,\N
696,56,696,\N,\N,\N,\N
697,57,697,\N,\N,\N,\N
698,58,698,\N,\N,\N,\N
699,59,699,\N,\N,\N,\N
700,60,700,\N,\N,\N,\N
701,61,701,\N,\N,\N,\N
702,62,702,\N,\N,\N,\N
703,63,703,\N,\N,\N,\N
704,64,704,\N,\N,\N,\N
705,65,705,\N,\N,\N,\N
706,66,706,\N,\N,\N,\N
707,67,707,\N,\N,\N,\N
708,68,708,\N,\N,\N,\N
709,69,709,\N,\N,\N,\N
710,70,710,\N,\N,\N,\N
711,71,711,\N,\N,\N,\N
712,72,712,\N,\N,\N,\N
713,73,713,\N,\N,\N,\N
714,74,714,\N,\N,\N,\N
715,75,715,\N,\N,\N,\N
716,76,716,\N,\N,\N,\N
717,77,717,\N,\N,\N,\N
718,78,718,\N,\N,\N,\N
719,79,719,\N,\N,\N,\N
720,80,720,\N,\N,\N,\N
721,1,721,\N,\N,\N,\N
722,2,722,\N,\N,\N,\N
723,3,723,\N,\N,\N,\N
724,4,724,\N,\N,\N,\N
725,5,725,\N,\N,\N,\N
726,6,726,\N,\N,\N,\N
727,7,727,\N,\N,\N,\N
728,8,728,\N,\N,\N,\N
729,9,729,\N,\N,\N,\N
730,10,730,\N,\N,\N,\N
731,11,731,\N,\N,\N,\N
732,12,732,\N,\N,\N,\N
733,13,733,\N,\N,\N,\N
734,14,734,\N,\N,\N,\N
735,15,735,\N,\N,\N,\N
736,16,736,\N,\N,\N,\N
737,17,737,\N,\N,\N,\N
738,18,738,\N,\N,\N,\N
739,19,739,\N,\N,\N,\N
740,20,740,\N,\N,\N,\N
741,21,741,\N,\N,\N,\N
742,22,742,\N,\N,\N,\N
743,23,743,\N,\N,\N,\N
744,24,744,\N,\N,\N,\N
745,25,745,\N,\N,\N,\N
746,26,746,\N,\N,\N,\N
747,27,747,\N,\N,\N,\N
748,28,748,\N,\N,\N,\N
749,29,749,\N,\N,\N,\N
750,30,750,\N,\N,\N,\N
751,31,751,\N,\N,\N,\N
752,32,752,\N,\N,\N,\N
753,33,753,\N,\N,\N,\N
754,34,754,\N,\N,\N,\N
755,35,755,\N,\N,\N,\N
756,36,756,\N,\N,\N,\N
757,37,757,\N,\N,\N,\N
758,38,758,\N,\N,\N,\N
759,39,759,\N,\N,\N,\N
760,40,760,\N,\N,\N,\N
761,41,761,\N,\N,\N,\N
762,42,762,\N,\N,\N,\N
763,43,763,\N,\N,\N,\N
764,44,764,\N,\N,\N,\N
765,45,765,\N,\N,\N,\N
766,46,766,\N,\N,\N,\N
767,47,767,\N,\N,\N,\N
768,48,768,\N,\N,\N,\N
769,49,769,\N,\N,\N,\N
770,50,770,\N,\N,\N,\N
771,51,771,\N,\N,\N,\N
772,52,772,\N,\N,\N,\N
773,53,773,\N,\N,\N,\N
774,54,774,\N,\N,\N,\N
